"model","term","estimate","se","p","lower","upper","n","clusters","rank"
"T5_FS_buywater","(Intercept)",0.0238066850790433,0.116871657035374,0.839112225407733,-0.20882052923696,0.256433899395046,1127,80,28
"T5_FS_buywater","totland",-0.00122063178283819,0.00529232999807658,0.818189441604001,-0.0117547511401169,0.00931348757444056,1127,80,28
"T5_FS_buywater","bihar",0.0367403573762487,0.0772669686125362,0.635743596250785,-0.117055696542419,0.190536411294916,1127,80,28
"T5_FS_buywater","caste4",-0.0126937017362119,0.0556397926486535,0.820126327012774,-0.123441938710885,0.0980545352384612,1127,80,28
"T5_FS_buywater","caste5",-0.0245722801119774,0.0565507464697778,0.665097366346541,-0.137133725311417,0.0879891650874626,1127,80,28
"T5_FS_buywater","domlow",0.167022675627052,0.110559867016984,0.134854918028498,-0.0530412349199194,0.387086586174023,1127,80,28
"T5_FS_buywater","dist1",-0.084207577316108,0.135680905131933,0.536629823823353,-0.354273663460177,0.185858508827961,1127,80,28
"T5_FS_buywater","dist2",-0.109241569684883,0.110840662158579,0.327351607206364,-0.329864388980472,0.111381249610706,1127,80,28
"T5_FS_buywater","dist3",-0.0680080321224015,0.059884666758864,0.259536610869062,-0.187205479662143,0.0511894154173405,1127,80,28
"T5_FS_buywater","dist4",-0.101092848970305,0.091125968784001,0.270634210039155,-0.282474552693844,0.0802888547532335,1127,80,28
"T5_FS_buywater","dist5",-0.106263411406279,0.115488710988906,0.360311465927318,-0.336137940473354,0.123611117660796,1127,80,28
"T5_FS_buywater","dist18",0.00237297792523911,0.0941013166996518,0.97994525532386,-0.184931007682515,0.189676963532993,1127,80,28
"T5_FS_buywater","dist21",-0.0553159954715034,0.0978303339478055,0.573385181688843,-0.250042404244796,0.13941041330179,1127,80,28
"T5_FS_buywater","dist7",-0.0449588672053991,0.0638668302397429,0.483535560168051,-0.172082612882827,0.082164878472029,1127,80,28
"T5_FS_buywater","dist8",-0.0724149282534293,0.133673580323164,0.589529487647464,-0.338485534309886,0.193655677803027,1127,80,28
"T5_FS_buywater","dist9",-0.0959161243405785,0.0621749395442822,0.126904538741391,-0.21967224582754,0.0278399971463835,1127,80,28
"T5_FS_buywater","dist10",-0.187202523338937,0.0700677584909383,0.00916146821829614,-0.326668907957579,-0.0477361387202948,1127,80,28
"T5_FS_buywater","dist11",-0.0729308594857967,0.20569025772492,0.72385916880191,-0.482347076216652,0.336485357245059,1127,80,28
"T5_FS_buywater","dist13",-0.0532492505995476,0.0667332446387792,0.427296295130874,-0.186078451420144,0.0795799502210491,1127,80,28
"T5_FS_buywater","dist14",-0.0681848135010899,0.141383059818193,0.630947675893419,-0.349600754639191,0.213231127637011,1127,80,28
"T5_FS_buywater","dist16",-0.0126687655043846,0.0786695120111223,0.872474734999095,-0.169256512225625,0.143918981216855,1127,80,28
"T5_FS_buywater","dist17",-0.0345651786143662,0.0755675819616178,0.648633630658922,-0.184978688016451,0.115848330787718,1127,80,28
"T5_FS_buywater","dist20",0.0102419598799614,0.089515551255578,0.909198780967332,-0.16793428793557,0.188418207695492,1127,80,28
"T5_FS_buywater","dist22",-0.0470898463291477,0.09310334926565,0.614419242690705,-0.23240742744809,0.138227734789794,1127,80,28
"T5_FS_buywater","dist24",-0.0246990984188857,0.104052655598803,0.812983373289423,-0.231810728630525,0.182412531792754,1127,80,28
"T5_FS_buywater","dist25",-0.0227168756378575,0.0699911530344321,0.746366063997982,-0.162030780909492,0.116597029633777,1127,80,28
"T5_FS_buywater","bwx",1.0313816317696,0.159161272283431,7.23425198072696e-09,0.714579043892551,1.34818421964665,1127,80,28
"T5_FS_buywater","dlbwx",-0.265464642001553,0.191121377606868,0.168740675147416,-0.645882228238615,0.114952944235509,1127,80,28
"T5_FS_dlbuywater","(Intercept)",0.0846396884903703,0.0798988406966172,0.29267516997,-0.0743949757713548,0.243674352752095,1127,80,28
"T5_FS_dlbuywater","totland",0.00251319807837531,0.00467996252278401,0.592768306998592,-0.00680203430896924,0.0118284304657199,1127,80,28
"T5_FS_dlbuywater","bihar",0.0188234226803879,0.048390174267989,0.698328085179783,-0.0774948098644034,0.115141655225179,1127,80,28
"T5_FS_dlbuywater","caste4",-0.0312278567734514,0.0483976951828779,0.520644865536708,-0.127561059324864,0.0651053457779616,1127,80,28
"T5_FS_dlbuywater","caste5",-0.0348694022535659,0.0469146022230254,0.459533407505593,-0.12825058211125,0.0585117776041178,1127,80,28
"T5_FS_dlbuywater","domlow",0.116270746410129,0.0871650350873437,0.186064593076321,-0.0572269160041906,0.289768408824449,1127,80,28
"T5_FS_dlbuywater","dist1",-0.176270383229213,0.0917606031952478,0.0583417158064859,-0.358915295150038,0.0063745286916112,1127,80,28
"T5_FS_dlbuywater","dist2",-0.0306090347729373,0.0750754667059072,0.68458922929735,-0.180043013260835,0.118824943714961,1127,80,28
"T5_FS_dlbuywater","dist3",-0.0401731972025947,0.033945671498793,0.240177616065381,-0.10774036617377,0.0273939717685806,1127,80,28
"T5_FS_dlbuywater","dist4",-0.033923804428614,0.062002313452545,0.585826443037579,-0.157336322274986,0.0894887134177585,1127,80,28
"T5_FS_dlbuywater","dist5",-0.098559320772408,0.106109314714863,0.355797804008002,-0.309764628553982,0.112645987009166,1127,80,28
"T5_FS_dlbuywater","dist18",-0.0267268585412019,0.0481199510592824,0.580175815694691,-0.122507225243414,0.0690535081610103,1127,80,28
"T5_FS_dlbuywater","dist21",-0.0710822242200383,0.0918624828793861,0.441364722772838,-0.253929922579574,0.111765474139497,1127,80,28
"T5_FS_dlbuywater","dist7",-0.0588298494006007,0.0441717010697554,0.186741060765736,-0.146751421081118,0.0290917222799164,1127,80,28
"T5_FS_dlbuywater","dist8",0.0191996591722824,0.0673845875171421,0.776446017030078,-0.114926007217484,0.153325325562048,1127,80,28
"T5_FS_dlbuywater","dist9",-0.0935513738028983,0.0471056520290003,0.0505031256621051,-0.187312828787049,0.000210081181252597,1127,80,28
"T5_FS_dlbuywater","dist10",-0.159178409424037,0.0767029079941278,0.041217003315657,-0.311851728766211,-0.00650509008186342,1127,80,28
"T5_FS_dlbuywater","dist11",-0.202784209189794,0.0970993666473895,0.0399809804145031,-0.396055663946302,-0.00951275443328498,1127,80,28
"T5_FS_dlbuywater","dist13",-0.0575099144158088,0.0409939128106816,0.164567870713901,-0.139106256787985,0.024086427956368,1127,80,28
"T5_FS_dlbuywater","dist14",-0.109326804167833,0.119271389911491,0.362130396138521,-0.3467305672916,0.128076958955934,1127,80,28
"T5_FS_dlbuywater","dist16",-0.00934000658428665,0.0626088853013464,0.881791609607157,-0.133959875494626,0.115279862326052,1127,80,28
"T5_FS_dlbuywater","dist17",-0.0439430187299602,0.0440500832568163,0.321533958818574,-0.131622516209145,0.0437364787492244,1127,80,28
"T5_FS_dlbuywater","dist20",-0.0331388425354686,0.0715893239296855,0.644707216814362,-0.175633827401544,0.109356142330607,1127,80,28
"T5_FS_dlbuywater","dist22",-0.0570843083926234,0.07787386335042,0.465706359791077,-0.212088356069899,0.0979197392846522,1127,80,28
"T5_FS_dlbuywater","dist24",-0.0885472487160735,0.077012246245543,0.253702774018044,-0.241836290445809,0.0647417930136619,1127,80,28
"T5_FS_dlbuywater","dist25",-0.0496748142197342,0.0288877941135034,0.0894249730305734,-0.107174530086042,0.00782490164657337,1127,80,28
"T5_FS_dlbuywater","bwx",-0.0577761720167228,0.119071000615975,0.628859973517913,-0.294781070225101,0.179228726191656,1127,80,28
"T5_FS_dlbuywater","dlbwx",0.832242611732827,0.13691776220103,4.0484591695645e-08,0.559714623175549,1.10477060029011,1127,80,28
