"contrast","largest_variance_share","top_five_variance_share","inverse_concentration"
"buyer_gap",0.28886306297201,0.723977840285914,5.88061098952813
"buyer_interaction",0.268100580939414,0.659619551670144,7.27266087630387
"buyer_minus_owner",0.556037530176942,0.762510889515423,3.07510615295304
"owner_gap",0.405009546551301,0.709565904952099,4.93475344051219
