"domlow","buywater","dlbuywater"
226.176397927989,-3203.63100777987,1092.07894129717
-662.162338279359,3218.79099607057,495.898076486799
350.85592485852,610.017968214543,1355.16063992071
-218.474988239887,408.099871143878,1318.65194712342
-698.457497977132,687.558472021144,1698.3160423239
-2107.68954043694,1107.83791703692,3766.59016603544
1041.08492153636,1474.94865576091,-338.851765743915
-1591.16782854577,1031.38448962396,4039.47707317745
-1424.77610724192,237.238610408916,2883.32372339707
-1478.31106082643,-4344.69703859212,4606.34232593385
-11597.5524169388,597.461282505263,16981.5270122672
-2823.75927393939,-354.069388710917,5228.09145920204
-1890.05372663885,713.637462094373,4570.48820655448
-19.0142894466923,-2197.79982478572,2227.89974190313
-1089.83003438606,-871.77679215749,2802.86968472195
-531.769620010037,838.898466983895,2199.70485227225
-1076.21291156288,669.032211088613,4934.74106442355
-256.693429148388,138.706311787347,1140.46615159777
-1743.40477001873,63.5995186142239,3644.60585550685
-751.432750624762,-484.530485980659,2470.55863399469
-885.213502101243,879.516168812701,2163.99297258862
-1161.44576049866,-660.825825096262,3529.80544306118
-1379.58040345712,778.773753899396,2631.98481493984
1090.73765967769,-5867.16143023474,-124.141546792893
-807.6570259167,2533.2968408027,2003.19485362646
-1697.37574468357,1543.4430122795,4499.81027459181
-1490.97529117774,-5476.53393605969,4422.39365071412
-452.313145782061,-1319.08617118713,1199.87954889812
-222.689786443897,1222.0305269201,2214.18535263245
342.871348496248,-838.47942213934,-16.2852337877635
-1038.39171763493,1376.73210134683,1672.91718955423
-5383.24906441273,-84.3365763040405,7938.02400534377
-1269.82872749944,-642.926893321551,3341.32537909092
-1174.81120888443,-766.93153270504,3407.69438379019
-1525.7526782256,112.66707579902,3076.75526147578
-570.817178030589,-2421.29173679934,2778.4245132417
-1865.94933193317,1095.9034452769,3460.37188716823
-1246.4109604242,1120.95454844844,2661.19596906199
-879.843401550653,2885.03522629489,1467.14898472615
-2066.47554431723,1577.67450430136,5044.61599085193
-1012.62484387215,-1813.9871233876,3272.82014023381
-1730.51142599403,520.856720147024,4229.97046939377
-928.661251024191,-789.059787682144,3313.73729705804
-1476.59581420188,3525.44184302196,698.260257069101
-2657.6476932418,-895.200938917966,4856.97696192949
-1016.1838363624,394.022966218897,2289.9833497556
-34.4234726652666,1305.72830182888,1250.25136864087
-1539.00989743716,-1608.06939939447,4418.67796536442
-716.907748640477,929.284192688967,1400.00455754429
-121.557350923505,-392.399726870034,549.62705270546
-304.05315341509,531.447221536293,1745.81653426728
-108.580449640113,-1387.53722911368,1304.98587608814
-710.923656090484,760.703320170412,1597.68105596215
