"contrast","village","score","squared_score_share"
"buyer_gap","2",-0.798989321123917,6.88173256115303e-06
"buyer_gap","3",3.0460888922382,0.000100023255888765
"buyer_gap","5",6.80434696874702,0.000499101348986338
"buyer_gap","6",-6.53375868015188,0.000460195133278256
"buyer_gap","8",2.26691052603543,5.53967899365417e-05
"buyer_gap","9",-0.727190324533855,5.70048785969204e-06
"buyer_gap","10",-2.64322476808091,7.53154424492879e-05
"buyer_gap","11",-2.32409905619042,5.82270932198981e-05
"buyer_gap","12",-3.5424837051676,0.000135279367450611
"buyer_gap","15",-0.845477651718024,7.70584211303052e-06
"buyer_gap","17",-8.96885841178647,0.00086714191146457
"buyer_gap","18",8.45841920318219,0.000771248356831269
"buyer_gap","20",-12.2850557782506,0.00162693464247779
"buyer_gap","22",7.54714083468338,0.000614017501303993
"buyer_gap","23",8.23484861695314,0.00073101633409201
"buyer_gap","24",9.54249221926619,0.000981611121913618
"buyer_gap","25",14.6183133337299,0.00230361752771118
"buyer_gap","26",2.88462956192559,8.97007225137846e-05
"buyer_gap","27",-0.743285451106207,5.95562172702094e-06
"buyer_gap","29",-20.1171622674361,0.00436263901978486
"buyer_gap","30",1.28187404227581,1.7713588353586e-05
"buyer_gap","33",-1.08901327258521,1.27844540658914e-05
"buyer_gap","37",-33.9917202369661,0.0124555276117524
"buyer_gap","39",-43.4450983996575,0.0203468607003604
"buyer_gap","41",-3.46438253801345,0.000129380112133594
"buyer_gap","42",0.0366907610391305,1.45120672194547e-08
"buyer_gap","45",-2.17792805994727,5.11331917052541e-05
"buyer_gap","46",-1.98139855520157,4.23213512317594e-05
"buyer_gap","47",23.6711696033269,0.0060402550304031
"buyer_gap","48",-2.7689755891022,8.26521386522927e-05
"buyer_gap","49",8.55140590427841,0.000788298833710458
"buyer_gap","51",-10.5747304780825,0.00120546458460208
"buyer_gap","52",-10.3352111504224,0.00115147509450782
"buyer_gap","54",-11.7632375078003,0.00149165906947081
"buyer_gap","55",5.69037015825955,0.000349057422691682
"buyer_gap","56",-18.9796901889871,0.00388323863135393
"buyer_gap","58",-1.71846917359312,3.18345953187166e-05
"buyer_gap","59",3.85133855236316,0.000159896602319587
"buyer_gap","60",7.05165576253384,0.000536041048719761
"buyer_gap","61",-9.41737902346221,0.000956039731515129
"buyer_gap","62",12.1690284485206,0.0015963483003169
"buyer_gap","65",-2.06189400109945,4.58298579957091e-05
"buyer_gap","68",8.31989172428717,0.00074619303358357
"buyer_gap","69",-64.0034059109323,0.0441592828853247
"buyer_gap","70",58.0041896156711,0.0362689154093608
"buyer_gap","71",14.0726511620112,0.00213485157453529
"buyer_gap","72",163.696006775073,0.28886306297201
"buyer_gap","73",-22.5886470379047,0.00550042541503308
"buyer_gap","74",-50.2249011049409,0.0271928058508428
"buyer_gap","75",-20.0008404981508,0.00431233344162683
"buyer_gap","77",2.88676291994973,8.98334497944093e-05
"buyer_gap","78",-2.74606123402055,8.12898413501252e-05
"buyer_gap","79",-19.4334380559145,0.00407113142081635
"buyer_gap","80",11.7808401643141,0.00149612668444365
"buyer_gap","81",-9.97047388585181,0.00107163636384195
"buyer_gap","82",-0.169738326645045,3.10581565135876e-07
"buyer_gap","83",1.80957740677474,3.52996315215131e-05
"buyer_gap","84",-23.2316432359971,0.00581802657694391
"buyer_gap","85",0.781943407098943,6.59123029452598e-06
"buyer_gap","86",-3.10754213040623,0.000104099799244562
"buyer_gap","87",4.6501401431355,0.000233103033133534
"buyer_gap","88",20.7982303102919,0.00466303427364383
"buyer_gap","89",-55.4814182824787,0.0331826411469614
"buyer_gap","91",65.0190102382154,0.0455718384961236
"buyer_gap","92",-13.3543041590261,0.00192246467520305
"buyer_gap","93",1.22124120013447,1.60775080650024e-05
"buyer_gap","94",2.13230127077693,4.90131904055874e-05
"buyer_gap","95",-3.45807912965812,0.000128909728888378
"buyer_gap","97",-5.46228760077426,0.000321636233151247
"buyer_gap","98",-18.7975691052046,0.00380907234825598
"buyer_gap","99",-0.254036248895014,6.95676325269874e-07
"buyer_gap","100",-10.6434959309412,0.00122119337148659
"buyer_gap","101",9.60831337644379,0.000995199524404704
"buyer_gap","102",15.4142288118317,0.00256129407174611
"buyer_gap","103",1.29737770359166,1.81446544304964e-05
"buyer_gap","104",-18.9007408103006,0.00385099978669179
"buyer_gap","105",-85.1959156595045,0.0782444228234215
"buyer_gap","106",-19.9708531242619,0.00429941212329662
"buyer_gap","107",8.43139567312918,0.000766328156219805
"buyer_gap","108",-18.3094469921431,0.00361381816076109
"buyer_gap","109",-37.3533986883197,0.0150409784127275
"buyer_gap","111",3.31746542326791,0.000118639320747864
"buyer_gap","112",48.2536978494196,0.0251001919282481
"buyer_gap","113",157.420365619988,0.267139233109035
"buyer_gap","114",-36.479709707559,0.0143455957599769
"buyer_gap","119",-8.06714962702023,0.00070154585946857
"buyer_gap","120",17.3384853241264,0.00324069494563302
"buyer_gap","122",5.06442383595951,0.000276487772525484
"buyer_gap","123",11.5760532392084,0.0014445642818837
"buyer_gap","134",1.90249349325867,3.90177481936539e-05
"buyer_interaction","2",-6.66184107710804,0.000609080791763938
"buyer_interaction","3",1.83617991053929,4.62718464898959e-05
"buyer_interaction","5",-4.20216439242528,0.000242344096200119
"buyer_interaction","6",-2.2006113954467,6.64619504849597e-05
"buyer_interaction","8",0.0702750232901618,6.77779398209346e-08
"buyer_interaction","9",1.82722239758399,4.5821487924399e-05
"buyer_interaction","10",1.89085801262805,4.90686606564629e-05
"buyer_interaction","11",-1.33941788141694,2.46217293175186e-05
"buyer_interaction","12",-7.10596012152037,0.000692997869224738
"buyer_interaction","15",-1.70798169231511,4.00361944508301e-05
"buyer_interaction","17",1.00219858997247,1.37845928238768e-05
"buyer_interaction","18",6.95326628792325,0.000663535389875089
"buyer_interaction","20",-9.35678439892882,0.0012015438155409
"buyer_interaction","22",-0.615575549183168,5.20054776900477e-06
"buyer_interaction","23",19.1412871044377,0.00502838638992695
"buyer_interaction","24",-0.104633898669824,1.50255778302293e-07
"buyer_interaction","25",22.4762409792244,0.00693319997755643
"buyer_interaction","26",6.15714076359216,0.000520288866203569
