"iv","iv_se","ols","difference","studentized"
1092.07894129717,1321.7432310792,1122.92030569539,-30.8413643982203,-1.83653699544139
495.898076486799,1335.35545991919,539.341242992615,-43.4431665058162,-2.26427441824706
1355.16063992071,1070.24755445455,924.184408837251,430.976231083461,-2.02228786668959
1318.65194712342,651.937097320881,1057.96201519523,260.689931928189,-3.37587375464489
1698.3160423239,1341.65257769225,610.216371833492,1088.09967049041,-1.35742536600426
3766.59016603544,1627.59907547692,510.63745475882,3255.95271127662,0.151806968994922
-338.851765743915,800.003240471497,696.080062291396,-1034.93182803531,-4.82293177602415
4039.47707317745,1458.89632867922,458.231734641827,3581.24533853562,0.356411747228014
2883.32372339707,1089.6207011642,644.429830990458,2238.89389240661,-0.583859649116027
4606.34232593385,1369.67325528207,1187.00706879941,3419.33525713445,0.79349803910837
16981.5270122672,7520.80215322113,944.265589857692,16037.2614224095,1.78997099702365
5228.09145920204,2251.93761750641,1284.58330451104,3943.508154691,0.758716476989096
4570.48820655448,1675.54910436492,746.860951450083,3823.6272551044,0.627244477746582
2227.89974190313,897.030373178945,1267.19678719184,960.702954711295,-1.43987269591324
2802.86968472195,1689.59461459731,615.065642485932,2187.80404223601,-0.424148841819793
2199.70485227225,1342.03228647066,320.163550374664,1879.54130189759,-0.983437168152623
4934.74106442355,1085.3739824366,833.059915491919,4101.68114893163,1.3039116504323
1140.46615159777,1108.15231765918,816.758146939459,323.708004658313,-2.14685571120403
3644.60585550685,1913.45917497389,1177.8173148209,2466.78854068595,0.0653771836340337
2470.55863399469,921.648199800523,938.005891946191,1532.5527420485,-1.13812477459479
2163.99297258862,951.17724582554,651.292110543225,1512.70086204539,-1.42509329045531
3529.80544306118,1082.85439771527,1013.49235215606,2516.31309090512,0.00950835073907358
2631.98481493984,1345.20177728557,546.819528452884,2085.16528648695,-0.659770514501861
-124.141546792893,1851.94277412619,1289.41863949696,-1413.56018628985,-1.96747484930275
2003.19485362646,1129.33595170699,-22.1640654212059,2025.35891904767,-1.3426601957814
4499.81027459181,1388.58179965742,1174.58295179085,3325.22732280096,0.705972807064955
4422.39365071412,1850.43096773077,1088.04339175753,3334.35025895659,0.487931937376187
1199.87954889812,816.328133224747,345.384859021567,854.494689876557,-2.84154084655515
2214.18535263245,1909.11811903772,881.953094564632,1332.23225806782,-0.683731361616244
-16.2852337877635,1359.62054225087,836.470707306839,-852.755941094602,-2.6005745041058
1672.91718955423,1311.74375425489,321.104553379844,1351.81263617439,-1.40773843069909
7938.02400534377,3019.25245372435,894.221070650705,7043.80293469306,1.46344659461816
3341.32537909092,1428.22068634419,1075.39609124894,2265.92928784197,-0.124759364054258
3407.69438379019,974.22226136073,1047.56796257048,2360.12642121971,-0.114773501174148
3076.75526147578,1446.07611662394,989.853687963007,2086.90157351277,-0.306176152888993
2778.4245132417,1515.8983364674,702.212805268964,2076.21170797273,-0.48887498097904
3460.37188716823,1402.54770195718,799.692086366101,2660.67980080213,-0.0421642674952145
2661.19596906199,1778.98687700661,574.148467783056,2087.04750127893,-0.482473100661988
1467.14898472615,1907.08322547294,260.52858897146,1206.62039575469,-1.07617762639238
5044.61599085193,2363.90123523415,887.591523895192,4157.02446695674,0.645165155156117
3272.82014023381,1375.45005704285,613.916364198358,2658.90377603545,-0.179351581797825
4229.97046939377,2571.87147230338,651.262681198245,3578.70778819553,0.276242881262307
3313.73729705804,1053.0148702551,976.868199013093,2336.86909804495,-0.195412232441187
698.260257069101,1978.81079019347,732.974144225992,-34.7138871568908,-1.42572955461973
4856.97696192949,1726.47355215968,591.717306845621,4265.25965508387,0.774681822729385
2289.9833497556,1299.89375174064,556.417408197256,1733.56594155834,-0.945866485046448
1250.25136864087,1514.96029933982,508.341204671486,741.910163969379,-1.49789926244032
4418.67796536442,685.726630031809,960.716601662067,3457.96136370235,1.31126405529031
1400.00455754429,1195.9611339151,589.837560492677,810.166997051613,-1.77221873353497
549.62705270546,764.211098652298,77.0819297566588,472.545122948801,-3.88620662037013
1745.81653426728,1008.01486172055,1109.00213542601,636.814398841275,-1.75958987980953
1304.98587608814,1458.97373547054,1099.31330683952,205.672569248628,-1.5178637926926
1597.68105596215,995.558869625817,380.941455666921,1216.73960029522,-1.93040139194233
682.803287711149,1648.72862186203,937.79654261179,-254.99325490064,-1.72054148773951
1154.35704015489,701.860822952941,717.824638603564,436.532401551323,-3.36983083561005
1468.92561929529,962.230321683115,1382.77508288201,86.1505364132763,-2.131073629821
687.552340371718,1457.91262679046,1221.92468191159,-534.37234153987,-1.94247370606227
-8.67765744319542,1059.17962694412,520.598567199445,-529.276224642641,-3.33105627349617
133.840117099687,922.753534168848,557.463116317496,-423.622999217809,-3.66909368664542
576.961119922899,827.585809025562,979.938279092017,-402.977159169119,-3.55558074055202
2830.24200855146,1352.98268664901,270.102029688987,2560.13997886247,-0.509442790287313
13708.6873235487,6681.46866435737,1178.64034209502,12530.0469814537,1.52499076950777
10892.5209243755,6165.73088070376,640.290656857512,10252.230267518,1.19580497160551
3095.42636868133,1916.60424768346,1509.13862840701,1586.28774027432,-0.221267857190443
1653.10839578708,863.589737493897,368.308161758826,1284.80023402825,-2.16121244478599
2468.57338806129,1212.5681241679,504.388147243603,1964.18524081769,-0.866702558512532
-1912.06606016586,3438.69221516586,461.037041931218,-2373.10310209708,-1.5795468172054
1093.27530299981,851.145671821493,686.006067128018,407.269235871795,-2.85055080578191
1971.38322152821,1406.30168583384,400.020752625668,1571.36246890254,-1.10084918315533
2475.26308550389,1022.34062024528,467.091081054901,2008.17200444899,-1.02142688793283
4530.34121572686,2331.91207059083,527.180469204123,4003.16074652274,0.43347772192045
2628.22423247244,1710.68833331112,774.338298471586,1853.88593400086,-0.521009604040957
552.113057166679,1867.2758166638,351.817418335808,200.295638830871,-1.58915795941888
2788.6377647671,1083.72636107067,931.80375342036,1856.83401134674,-0.674405961814184
5219.83649440962,2393.42288199143,764.705802321653,4455.13069208797,0.710416543417734
4932.32938025687,1916.3783489322,601.838706280122,4330.49067397675,0.737234428366268
5539.29546631505,1889.02782082013,713.557134580474,4825.73833173457,1.06921992381764
1144.16626868438,1013.3090748162,457.188941408936,686.977327275446,-2.34414461885167
1777.35803597561,1621.72374394201,837.090535905357,940.26750007025,-1.07425895081119
2443.83237444744,1964.61902118813,484.265769442703,1959.56660500474,-0.547524429723977
-163.039232339539,878.297841039231,334.738538298221,-497.77777063776,-4.1928242834237
510.099654382881,1374.93914376606,393.852853895979,116.246800486901,-2.18875842098907
4633.46875292428,1397.09277991729,1481.27617895299,3152.19257397129,0.797341082345208
711.240009930462,1516.76933975658,691.896382847189,19.343627083273,-1.85148077569169
5894.30491410067,2872.62990768072,645.417451052274,5248.8874630484,0.826697384199295
-577.47557379646,2612.20735631183,1249.59681259229,-1827.07238638875,-1.5683995558566
3468.85394069031,1253.92657294494,1217.45102551617,2251.40291517414,-0.0403973757722293
6361.10514269571,2411.20340733077,624.244067223991,5736.86107547172,1.17849694903718
4417.55473165818,1847.22041751742,1090.95015740238,3326.6045742558,0.48616041675024
4957.8279436134,1873.28977542853,1484.50973929222,3473.31820432118,0.767803614171769
5917.89482856013,1528.04717857094,689.159215192136,5228.73561336799,1.56957558545724
4539.5159931944,2132.59107150706,1044.52142830686,3494.99456488754,0.47829456062818
3789.95950799062,1390.10237022627,898.943050711786,2891.01645727884,0.194554178264041
3809.72800290931,1212.67755179501,490.591610822405,3319.1363920869,0.239320599966061
4956.95434602679,2147.7665464644,717.092208848752,4239.86213717804,0.66927435141623
4260.22609892309,1582.47669577025,1303.14592218402,2957.08017673907,0.468074390766432
2149.48648354007,974.911676028015,806.679893358276,1342.8065901818,-1.40527889222748
3671.77581846563,1371.02460530701,1085.82151032162,2585.95430814401,0.111060395435559
3319.55183313837,1667.14019050532,870.41192459187,2449.1399085465,-0.119940393524658
13.1016753953044,1710.41202790609,978.021104101457,-964.919428706152,-2.0500368046088
3274.38646170229,2036.77666424978,291.906236828157,2982.48022487414,-0.120348404539655
1848.5107749207,1130.02584265427,539.677311580295,1308.83346334041,-1.47872592435826
6315.54489871393,2112.16997608252,1636.46773366137,4679.07716505256,1.32377396077347
