"iv","iv_se","ols","difference","studentized"
1062.12622948797,1201.13788394707,730.053645199652,332.072584288322,-2.04587923418513
3530.03512163978,1325.96718222651,871.143746870514,2658.89137476927,0.00793823416787141
-424.116211045158,1910.9445873122,1194.40207691185,-1618.51828795701,-2.06370478813325
2249.9794602231,933.858299213393,804.965969665191,1445.01349055791,-1.35944588648471
4228.78221830644,2133.89940902655,1036.80565177657,3191.97656652987,0.332383490832703
2396.842445673,998.671078594606,690.801345292468,1706.04110038054,-1.12416075927145
7971.38912073466,3781.32123549559,1009.35702834232,6962.03209239234,1.17733447116212
5102.8097223555,2051.48836132536,999.879876971669,4102.92984538383,0.771781341076807
283.870933411576,1146.37155470454,324.834759964189,-40.9638265526128,-2.82250404500896
-277.127621500272,539.478995865645,328.812389951286,-605.940011451558,-7.0375991173791
1827.22768828475,2431.29847015269,1603.65078041606,223.576907868696,-0.696040250153787
-231.500928129429,1067.2767550969,579.469800890204,-810.970729019633,-3.5145618920907
2484.68583754443,2631.25263302008,496.194172061812,1988.49166548262,-0.393281676231972
356.220058525577,791.627760593503,1144.86190804866,-788.641849523083,-3.99593013609222
445.869801571941,1306.57975018792,980.173095158898,-534.303293586957,-2.35243159220426
7434.14650724044,2701.61122061371,730.903785380302,6703.24272186014,1.44900094940486
3655.25327234891,1559.92735354573,690.856319344073,2964.39695300484,0.0870194297138309
2286.73637585332,656.785617165839,1254.75615587212,1031.98021998119,-1.87697914749519
1560.44402352256,2321.40333802405,581.258392983757,979.185630538807,-0.843914208288045
6680.1713852915,4176.37455609639,454.682854802723,6225.48853048878,0.756795651153805
3142.04314118297,1581.71890344801,907.714581927983,2234.32855925499,-0.238642998855571
1386.39895849071,1032.61352956152,646.881983487889,739.516975002823,-2.06573927620668
3648.17003598898,1023.32116202428,610.185926413384,3037.98410957559,0.125728614940508
1381.43721952557,2321.98891732507,1062.57248275361,318.864736771961,-0.920793397492109
92.9486780574548,1046.93981638183,683.177073553119,-590.228395495664,-3.27292987808308
3237.70890974105,2511.33364156443,433.652653189957,2804.0562565511,-0.112211443849315
3504.96260372141,1136.99088787117,1076.33849590074,2428.62410782067,-0.0127940162776348
2531.36958100798,1286.15059892142,723.035591639236,1808.33398936875,-0.768292378411234
1119.68392800531,950.999536094189,1297.71766686052,-178.033738855214,-2.52347689411003
-546.103464587402,788.553474308543,281.524783375343,-827.628247962745,-5.155785727532
-351.814904570321,940.681887073878,846.80808572841,-1198.62299029873,-4.11544459547421
3277.01356353173,1329.62639783422,737.810496833635,2539.2030666981,-0.182378840034775
296.764521648117,1274.52635384549,463.697894388587,-166.93337274047,-2.52858228649145
3189.22355562543,1102.8481966148,658.235823560329,2530.9877320651,-0.299484307121085
7134.67837206542,2808.05937128406,905.005840392233,6229.67253167319,1.28742615821685
4689.36886226289,1707.81809011659,548.68707312137,4140.68178914152,0.685002451598734
2011.7066167116,1149.10718212298,585.6542231596,1426.052393552,-1.31215146018937
4892.14884840593,1825.76901992794,824.951813352191,4067.19703505374,0.751814468191468
3308.82438537724,1134.79874942586,1124.27610462095,2184.54828075629,-0.185658380728486
3733.13718086055,2122.72158340076,1777.24050056156,1955.89668029899,0.100638679553043
219.57178682365,693.974969301428,358.379275200861,-138.807488377211,-4.7551246699092
1908.81261735075,1352.57606844288,518.121688566305,1390.69092878444,-1.19083628926829
2956.98380508639,2323.89961613273,345.640354095778,2611.34345099062,-0.242061005844166
4396.26518256314,1487.64378519326,1356.19569874134,3040.0694838218,0.589358761580742
1586.89760002953,1104.61208646681,342.05811818781,1244.83948184172,-1.74958404610657
-573.356745034513,1321.46747796743,1331.32615568554,-1904.68290072005,-3.09721283113086
4540.03577270006,1658.61888424921,1057.13044613426,3482.9053265658,0.61528691053922
6919.02064667951,3065.46292322827,888.655910917871,6030.36473576164,1.10897161315234
2984.29420226206,1044.31002793243,515.520369692241,2468.77383256982,-0.51250592934163
639.252484196647,1404.2002950326,694.324609576336,-55.0721253796891,-2.05117233605541
1472.72807073806,2008.38604871862,476.423671154251,996.30439958381,-1.01911742227854
1209.1552365362,979.372016590892,1292.2196415992,-83.0644050630015,-2.35901578559933
1641.60918794598,1264.44791666516,498.595773939573,1143.01341400641,-1.48515416961982
1973.51617848115,1771.58092472888,662.253929567733,1311.26224891342,-0.872662989077844
2198.6563412918,1096.37299115528,928.710602692354,1269.94573859945,-1.20474779387326
1394.49305641667,1179.75003792416,618.719995029058,775.773061387615,-1.80124277085913
1991.25493403947,1429.57885503636,952.695401495097,1038.55953254438,-1.06902417045754
2730.06961218785,1175.15145863384,759.158936885447,1970.91067530241,-0.671776957481084
2611.90485746328,1704.75046457477,551.917262672058,2059.98759479122,-0.532397230589092
167.582842174154,849.502178857221,633.785171683252,-466.202329509098,-3.94575378957041
3663.06840534242,1756.51683634709,672.106959317056,2990.96144602536,0.0817294310668906
-4106.18564490468,3254.54008719707,554.275241191795,-4660.46088609648,-2.343094484702
2335.26602205807,1025.84862635458,738.345827421251,1596.92019463682,-1.15440351643163
336.019205640977,962.280099435298,1064.84111583344,-728.821910192463,-3.30827799501992
3287.49708212857,1454.42555044583,1522.23018977486,1765.26689235371,-0.159521538554289
2215.60348388502,1160.09360208957,529.24483226682,1686.3586516182,-1.1239660294779
1733.02043109845,933.432826764995,807.568835715992,925.451595382462,-1.91389117815938
4635.11500042249,1508.1566819296,1339.0822136442,3296.03278677828,0.739714732654158
3223.83879822238,1651.03595733959,935.64011973988,2288.1986784825,-0.179081796560266
4220.79835286645,1592.60575269782,563.505887672522,3657.29246519393,0.440340660599864
2043.84942139819,1705.08383154797,616.643841793272,1427.20557960491,-0.865447102920731
1114.18257285803,1139.09931177226,396.580772481033,717.601800376995,-2.11160404183548
3280.8401807555,1380.18912341426,1240.83182783054,2040.00835292496,-0.172924926623421
2053.07129106636,1184.60597159202,668.495352918125,1384.57593814823,-1.23791203805196
276.131891529426,661.151069337296,925.057658463303,-648.925766933878,-4.9056524938694
6992.46446979247,2594.82269321148,1365.65427405788,5626.81019573459,1.33841714704823
3086.25551544046,1369.69869546838,1296.104922212,1790.15059322847,-0.316313193289372
4083.04827409221,2638.41630560814,846.419430769458,3236.62884332276,0.213589867999988
1600.19219542352,1412.87827487198,901.526903507509,698.665291916011,-1.35844475943884
5142.42782782128,2116.04736776972,1192.50331668241,3949.92451113888,0.766957568574401
3881.2483411075,1780.66715560835,1338.00558428453,2543.24275682297,0.20314804837042
4172.9209715712,3004.10188447219,1001.43007457598,3171.49089699522,0.217506500462001
1038.53684845223,2599.93646935359,673.780622997512,364.756225454721,-0.954243484192886
1592.34554796568,1847.77480381309,1356.5137190377,235.83182892798,-1.0429646143598
2590.17455673544,1043.05598546205,963.844409782926,1626.33014695251,-0.890973006114573
4092.92456519081,2084.24356718586,349.298688611485,3743.62587657933,0.27511913222152
5687.54765302086,2110.92413290911,1401.65432690745,4285.89332611342,1.02705650836664
1113.56223959006,977.024078532339,1294.49232244385,-180.930082853787,-2.46252584447299
9197.64561367666,3965.18029586344,801.211602858822,8396.43401081783,1.43199953251857
906.087203190704,599.49482584129,646.268783911818,259.818419278886,-4.35937387247697
1744.7243678576,1270.6097702915,542.216806307686,1202.50756154991,-1.39679778739902
3181.27377226733,1364.30504095333,877.961041107033,2303.31273116029,-0.247917805203358
1385.98528421401,1405.82806399332,864.708991642692,521.276292571315,-1.51762797605134
4790.4413227579,1956.82068565214,668.318743184638,4122.12257957327,0.649488248171289
903.989145337191,1192.28625792372,589.74395501289,314.245190324301,-2.1937014881526
2815.05735331795,1507.01506648207,494.96808120214,2320.08927211581,-0.467448498690102
1820.73912320292,843.319745362255,970.595291263819,850.143831939099,-2.01438442510997
386.924603283124,996.99073670214,786.755235251073,-399.830631967949,-3.14203990573397
4525.03701402964,3515.42932637651,755.572832803579,3769.46418122606,0.286032696728319
2350.49311939931,819.270175503819,700.191362639494,1650.30175675982,-1.42689945173477
296.620531038892,889.321824141306,350.911627508689,-54.2910964697971,-3.6239847770759
2721.33099883451,1680.62882911267,720.127451412331,2001.20354742218,-0.474928354784477
2851.8930463358,3038.3743408977,778.531000548861,2073.36204578694,-0.219728105364168
1695.54425057988,1496.85898040578,610.731127200061,1084.81312337982,-1.21852830289599
3794.33904235005,1165.52444985564,1451.83008034224,2342.50896200781,0.235799222174825
1904.27844165168,1519.57239166746,906.449415420359,997.829026231322,-1.06295090043341
2289.92983002803,1286.53639460222,340.112675412071,1949.81715461596,-0.955728465031489
445.158975863817,736.452471926471,561.127958702177,-115.968982838361,-4.17454000764286
2429.16872534878,2039.72224251184,425.067464900398,2004.10126044838,-0.534553448295425
2364.19352589033,830.576748596692,822.464819285035,1541.72870660529,-1.39098013484004
2803.70509208933,1097.00847474811,810.811300676709,1992.89379141262,-0.652505616899071
1791.75502016117,928.971446375188,1092.12772816645,699.627291994721,-1.85985723267256
5070.53301241172,1257.70894458211,1264.58864460562,3805.9443678061,1.23321356299864
-140.52152266571,631.644964375508,153.793372280501,-294.314894946211,-5.79444310132773
6987.71173973501,2979.14649638032,1081.16453198069,5906.54720775432,1.16415975525223
3321.21917051125,1049.05261490065,958.591483937887,2362.62768657336,-0.189018272601973
1417.5218488131,916.589510184149,1388.37858840022,29.143260412884,-2.29327022781763
3291.82761510954,958.690307043883,1068.98695665311,2222.84065845643,-0.2374924069493
3309.59216996297,1327.42501290013,1047.51986809804,2262.07230186493,-0.158138585340319
3741.26980250617,925.764860038681,1289.83648857215,2451.43331393402,0.239543029153802
630.914792401771,1551.9688401463,604.755557442065,26.1592349597054,-1.8612451593901
3874.4700793148,1693.15063859775,851.160471151372,3023.30960816343,0.209645135863649
4454.24686385231,1936.81860706177,1097.58558696418,3356.66127688814,0.482614931927979
2800.04206610094,1321.98048905399,973.94633188521,1826.09573421573,-0.54423436919426
2849.75073180111,1440.32296801175,801.095129072663,2048.65560272844,-0.465005812392063
2310.08738482906,1269.58105551053,1014.91213415373,1295.17525067533,-0.95261495401958
5165.64904757114,1806.13332891654,786.159616383065,4379.48943118807,0.911416525883098
3537.14033047532,2136.21267022416,642.577697371774,2894.56263310355,0.00825341365713124
2704.97655650222,1017.65306456159,1054.6452329417,1650.33132356052,-0.800403158513597
941.445520776392,1035.83575874638,1002.61871652999,-61.1731957535962,-2.48887310667094
2394.16216348125,1229.19412954112,1122.86216952738,1271.29999395387,-0.915516185053061
332.196738519259,1032.85575532685,607.258023534871,-275.061285015612,-3.08592223908406
2462.46695320388,1183.22111483293,947.635103409467,1514.83184979441,-0.893359928413495
967.853258620232,940.275585657711,849.051302698426,118.801955921806,-2.71373208445402
2518.72787402891,1212.52701372277,555.548462100832,1963.17941192808,-0.825368340905483
6266.45244232954,1875.85093646364,1056.40998161245,5210.04246071709,1.46437177138378
1757.85167936486,782.963627750473,531.804371430359,1226.0473079345,-2.24998651513979
4743.03296544321,2184.93187688467,1118.22167977959,3624.81128566362,0.559982530686211
3877.97936779836,1818.58935714672,1297.30529164736,2580.674076151,0.197114363801416
1868.32100122785,1133.5010406848,498.874652801506,1369.44634842635,-1.45671527696432
5432.62738520976,1436.80314389548,1051.54543182659,4381.08195338317,1.33151024180984
913.442525385129,1161.22430726881,547.89837376621,365.544151618919,-2.2442406191037
5010.20805873876,3289.93043270742,576.535877437125,4433.67218130164,0.453109512672477
1208.04293795543,1480.27365234265,1009.53649916151,198.506438793924,-1.56151286083816
3353.5066352819,1302.65545085625,1218.28388477928,2135.22275050262,-0.127434041178994
879.749771306186,1359.99881525617,698.191629336369,181.558141969817,-1.94100133230259
2248.66269345009,1441.59352953218,398.125155425765,1850.53753802433,-0.881556807910111
2621.23924598791,1350.18955983896,710.318427742347,1910.92081824556,-0.66529179633679
2820.8729571005,1236.79446592954,1080.35802485018,1740.51493225033,-0.564876659617634
2909.31138064541,1483.23174672474,1856.06632524607,1053.24505539934,-0.411397547517694
-731.766696178306,1065.85967454494,432.533525855393,-1164.3002220337,-3.98858881835612
2695.21309238417,1831.0705521502,982.520225844042,1712.69286654013,-0.450171726204774
1914.32162557142,1411.79355901757,278.305419148323,1636.0162064231,-1.13698468719034
2632.1329884324,1352.57329529453,1304.64253070037,1327.49045773202,-0.656065219018483
-86.3701147324614,1306.30645260556,998.253250682233,-1084.62336541469,-2.76036254064926
4158.54236074695,2284.21573558771,524.766828577485,3633.77553216947,0.279760386526793
3017.45305756804,1888.15492103939,386.927692224128,2630.52536534392,-0.26589779285904
2121.18302876904,1311.18756841959,876.372136186026,1244.81089258302,-1.06645783452992
1940.53840541519,1172.03181854941,972.537376120437,968.00102929475,-1.34720820138434
3413.9698415257,886.00171723235,1069.15499668838,2344.81484483733,-0.119118778293487
5539.95378237884,2359.59592412455,903.546632302953,4636.40715007589,0.85626715916629
508.793566557242,1059.72676017564,-25.2209568991973,534.01452345644,-2.84103018837809
2082.43775952678,1382.63974269777,580.92471870909,1501.51304081769,-1.03936801448915
3835.41991546283,2135.16518869305,934.772348014682,2900.64756744815,0.147956061426726
5103.17471834951,1241.70890424097,1464.03091288347,3639.14380546604,1.27539186462484
7266.57264570177,3183.60863887283,1169.88733204018,6096.68531366158,1.17698617735253
-82528.6658516775,1734317.66143049,605.75034219281,-83134.4161938703,-0.0496150025159473
1011.98604775922,1054.52232868194,1110.5332900504,-98.5472422911806,-2.37787590427157
2812.5898206025,1214.89609337509,1162.28970036339,1650.30012023911,-0.581876480549024
1481.78360214149,1079.37281993434,848.282622713513,633.500979427974,-1.88787937205129
357.890886952453,833.663536081299,728.295010090916,-370.404123138463,-3.79243934736229
2379.16616158174,1095.79732004959,799.748757226408,1579.41740435533,-1.04065149750047
2722.1454357129,1680.72256982295,354.668909582685,2367.47652613021,-0.474417290665318
4566.01906398419,1969.66793904498,1299.29669626128,3266.72236772291,0.531312796228611
121.719732296393,1048.59313384879,465.754237984268,-344.034505687874,-3.24033168029681
3861.27188020063,3611.65091808724,893.714389258071,2967.55749094256,0.0946278043763078
3803.51046061227,1507.95631301522,380.617299533017,3422.89316107925,0.188335149044233
1080.67180915991,2132.70697549879,1435.43917326439,-354.76736410448,-1.14354081573633
9171.23970690854,4556.82238879853,637.992982163612,8533.24672474492,1.24027884807473
4756.8527352101,2297.12387501024,1258.54655597216,3498.30617923793,0.538648988425243
2051.98868966087,1156.45845204228,936.322156104055,1115.66653355682,-1.2689782251977
3763.69177539351,1232.99653885712,1201.9297885331,2561.76198686041,0.198039884176393
5646.01998777462,1994.16329950578,1515.82996035285,4130.19002742177,1.06636738558637
2558.15493503721,1584.34586027264,571.809702538092,1986.34523249911,-0.606783135372802
1611.55695964349,1112.05610361935,1261.69327051712,349.863689126363,-1.71569790210687
3060.02479731065,1093.38067447603,561.794682472846,2498.23011483781,-0.420242004513106
5784.71014093371,2419.81290428483,633.86838140623,5150.84175952748,0.936105784572972
2548.75298267672,1345.93956868159,726.573497725793,1822.17948495093,-0.721248058649865
2468.45943815564,2004.78566044974,976.201441261493,1492.25799689415,-0.524270432609203
4279.08746847006,5216.09294979075,1037.34527292652,3241.74219554354,0.145622056994245
3799.08306538141,1495.9197336478,644.490142398516,3154.5929229829,0.186890897582664
2777.04557314451,1039.55714930851,972.205219891635,1804.84035325287,-0.714211538055137
2758.93868236653,2144.16277374972,769.051872402365,1989.88680996417,-0.354716820286799
3575.1072841867,1483.36547270068,734.814581687876,2840.29270249882,0.0374809860156182
-2648.77863700776,4356.45706964932,570.371030816565,-3219.14966782432,-1.4158954907715
4735.21921008276,1666.0843377647,1067.11633723758,3668.10287284518,0.729680904428557
1275.33572214747,881.231364673145,824.428363647117,450.907358500357,-2.54663378025958
2950.00600272157,1107.58223365522,584.995770319039,2365.01023240254,-0.514186002286545
3858.562987535,1626.34932254354,674.453555072804,3184.1094324622,0.20847532518806
2163.32109796951,1340.09548755521,702.927256288877,1460.39384168063,-1.01200862048495
3718.51969733222,2898.02169523993,1427.96473004034,2290.55496729188,0.0686711262413064
576.213892048342,904.851750606277,577.102754188144,-0.888862139801631,-3.25279294605765
2532.0207884088,1116.02728465802,1351.6169362263,1180.4038521825,-0.884824689158156
5307.62138062984,1538.84127147038,1130.34592074835,4177.27545988149,1.16198605413859
1113.76758862531,1969.15097032149,451.710003235727,662.05758538958,-1.22171521192724
5008.3450449884,2175.7024750319,751.183627236771,4257.16141775163,0.684301175563176
1228.94330002035,856.037965566783,1226.29676845539,2.64653156495751,-2.67577616386607
2837.70959996097,1757.47952540694,637.120420200522,2200.58917976044,-0.38794175057574
3490.41037578709,1202.13957481996,833.595892604899,2656.81448318219,-0.0242059312169456
1326.25916518701,1047.18062020262,488.736966365614,837.522198821391,-2.09443344934799
-401.639043123577,919.840198549215,264.068792223482,-665.707835347059,-4.26285819314749
1131.30873670391,994.067662367444,1258.64531033848,-127.336573634571,-2.40245270755189
2258.36974017595,1540.57331267034,660.838250163971,1597.53149001198,-0.818617025947583
1130.10172765105,1104.49695623306,1007.2001554879,122.901572163157,-2.16334462717442
3507.18321650524,1600.22709314133,1286.23242144274,2220.9507950625,-0.00770269869566762
5049.99626213961,1575.43839835368,787.851540933366,4262.14472120624,0.971467357968807
1111.87420137721,947.756623446411,1488.96916085658,-377.09495947937,-2.54035162900371
2152.73588227351,1389.30773091916,1203.49192266451,949.243959608997,-0.983780174080364
3656.57999741863,1535.77800705555,676.16188137786,2980.41811604077,0.0892516451860612
4363.5300522301,1547.89774788046,732.330778354611,3631.19927387549,0.545269072028474
2834.50125411606,1704.00198080477,503.852834223345,2330.64841989272,-0.401999550029145
3035.34391171421,1449.68663386991,1599.03422478364,1436.30968693057,-0.333979330858338
3933.61687134789,1715.84853794446,750.760845872665,3182.85602547523,0.241342740074032
3700.27039811523,1035.78089101444,1353.72439679636,2346.54600131887,0.174516749666849
2395.06153358583,781.33797661047,895.602663175092,1499.45887041074,-1.43913105944306
400.549976828691,850.643059867728,186.533694881724,214.016281946967,-3.66658996466115
476.463383237398,1202.16745032341,472.470850420567,3.99253281683087,-2.5312995286907
3855.0759395793,1464.77232984192,492.300132847524,3362.77580673177,0.229091340063175
4256.92445717487,1362.85524421336,1577.55791175562,2679.36654541925,0.541081069803678
1886.08066336112,935.116505566495,805.013967834526,1081.06669552659,-1.74676482616217
8231.37339525341,2279.96830859905,1133.86421006097,7097.50918519244,2.06663579218797
2136.28108279822,1121.58722846086,1090.70170900975,1045.57937378847,-1.23327741770768
243.711081176757,2517.44178760894,617.578974822955,-373.867893646198,-1.30124089406768
3026.58696771818,1127.96768993305,1335.60100366341,1690.98596405477,-0.437000386030059
5221.1842189131,2001.15698900915,1532.18554024323,3688.99867866987,0.850345547406211
2820.10264849654,1507.22460339665,1218.13329589151,1601.96935260503,-0.464036105551652
3269.47059126212,1163.86287670685,624.601832821546,2644.86875844058,-0.21483518152389
2004.02766168108,954.488203855164,1326.59156711486,677.436094566219,-1.5877426413928
2568.76399838924,1169.18721983066,399.232860865622,2169.53113752361,-0.813167702429061
1102.9170601122,944.187031018579,393.047525441374,709.869534670827,-2.55944229707239
1272.55089249644,1231.06747751992,1015.59382627633,256.957066220105,-1.82521139757391
2821.04506084045,1160.26726216095,1499.37466367769,1321.67039716276,-0.601985633471244
76.7188434954672,768.937737847726,1280.00445996572,-1203.28561647026,-4.47733317106965
2525.03704840136,1701.07496336539,847.005679706183,1678.03136869517,-0.584613998009556
5086.05735308588,2953.66734641665,751.792333410927,4334.26501967495,0.530373899869949
2419.11876718901,2123.5469790179,599.13708352593,1819.98168366308,-0.518185153110319
4744.86855516197,1464.85235550556,860.180128181739,3884.68842698023,0.836507015132397
1952.50549724997,1126.36182876689,746.238684162576,1206.26681308739,-1.39120817696201
