"scenario","contrast","estimate","std_error","df","lower","upper","p_value","n","villages","upper_villages","lower_villages","reference_mean","descriptive_ratio","status","reason","p_holm_primary"
"broad_lower_sc_households","buyer_gap",-2020.26179501517,29935.7010070432,3.43570291999495,-90805.8506545394,86765.327064509,0.949934271779831,224,67,17,50,43662.4398328646,-0.0462700161225194,"estimated","",NA
"broad_lower_sc_households","owner_gap",117853.521328156,156754.817083713,1.78534018670525,-640603.324611886,876310.367268199,0.538625423538689,224,67,17,50,43662.4398328646,2.69919687904038,"estimated","",NA
"broad_lower_sc_households","both_gap",-16102.9453743712,91855.5658229243,2.53234355592667,-341473.760752397,309267.870003655,0.87389107957916,224,67,17,50,43662.4398328646,-0.368805440923862,"estimated","",NA
"broad_lower_sc_households","neither_gap",159841.999518361,149750.65368296,5.04077026630148,-224169.727513252,543853.726549975,0.334227003012645,224,67,17,50,43662.4398328646,3.66085816849036,"estimated","",NA
"broad_lower_sc_households","buyer_minus_owner",-119873.783123172,174359.502021343,2.24447536575317,-796967.842637961,557220.276391618,0.555937538731036,224,67,17,50,43662.4398328646,-2.7454668951629,"estimated","",NA
"single_jati_obc_households","buyer_gap",21664.0801777755,6253.65353131569,2.36579029426889,-1624.53287952406,44952.6932350751,0.0581132866580427,210,30,9,21,49222.3664395204,0.440126750191789,"estimated","",NA
"single_jati_obc_households","owner_gap",13889.9277556168,3151.91685877504,1.21196717296708,-12871.5345956454,40651.390106879,0.108683435733061,210,30,9,21,49222.3664395204,0.282187321746982,"estimated","",NA
"single_jati_obc_households","both_gap",65515.4462486819,12466.931803124,1.50751788347603,-8972.23574530322,140003.128242667,0.060287605829651,210,30,9,21,49222.3664395204,1.33100968091774,"estimated","",NA
"single_jati_obc_households","neither_gap",-5470.00434342101,18087.5110748913,2.54602461527627,-69298.0021350288,58357.9934481868,0.785312243674562,210,30,9,21,49222.3664395204,-0.111128430814923,"estimated","",NA
"single_jati_obc_households","buyer_minus_owner",7774.15242215871,7024.7991599962,1.6235292397065,-30269.1519216196,45817.456765937,0.405647346125542,210,30,9,21,49222.3664395204,0.157939428444807,"estimated","",NA
"single_jati_sc_households","buyer_gap",-17264.7602574963,29342.7132077258,2.12240463637098,-136789.09028751,102259.569772518,0.612833752584943,54,18,5,13,59294.4269160147,-0.291170033263839,"estimated","",NA
"single_jati_sc_households","owner_gap",-21887.5314021992,10864.2082063282,1.27578518168254,-106036.932627558,62261.8698231593,0.248736742474371,54,18,5,13,59294.4269160147,-0.369133028862913,"estimated","",NA
"single_jati_sc_households","both_gap",79150.7141537627,61078.426755534,2.42065497920637,-144390.009693124,302691.43800065,0.304758659332561,54,18,5,13,59294.4269160147,1.33487611349837,"estimated","",NA
"single_jati_sc_households","neither_gap",-16721.2556348241,20790.1137286149,2.77497945776308,-86025.8735628026,52583.3622931544,0.484381907529053,54,18,5,13,59294.4269160147,-0.282003832476672,"estimated","",NA
"single_jati_sc_households","buyer_minus_owner",4622.77114470289,30641.8564898108,1.43224422371616,-192463.240055065,201708.78234447,0.898534742869587,54,18,5,13,59294.4269160147,0.0779629955990743,"estimated","",NA
"up_only","buyer_gap",-2627.6698632684,7584.28902949307,4.50588514642903,-22784.6382948996,17529.2985683628,0.744579590075105,523,55,21,34,29744.9872409491,-0.0883399223534029,"estimated","",NA
"up_only","owner_gap",-5235.48176335199,6838.12277511,3.85625289019881,-24503.5474266499,14032.5838999459,0.488065133936736,523,55,21,34,29744.9872409491,-0.176012237656786,"estimated","",NA
"up_only","both_gap",1346.23798879757,8735.03045395497,3.89246587015697,-23172.6284001251,25865.1043777203,0.885174685897057,523,55,21,34,29744.9872409491,0.0452593231219895,"estimated","",NA
"up_only","neither_gap",-5519.88537416544,13875.851716644,14.8276758113939,-35125.5285697176,24085.7578213867,0.696442234255645,523,55,21,34,29744.9872409491,-0.185573633952223,"estimated","",NA
"up_only","buyer_minus_owner",2607.81190008359,6811.77955165218,3.45834769633682,-17532.2022514337,22747.8260516009,0.724182394389647,523,55,21,34,29744.9872409491,0.0876723153033828,"estimated","",NA
"bihar_only","buyer_gap",-29963.6606637482,20715.561326241,2.92994718410068,-96790.5700539652,36863.2487264688,0.245910737915627,220,32,7,25,72446.2540282004,-0.413598481601057,"estimated","",NA
"bihar_only","owner_gap",NA,NA,NA,NA,NA,NA,220,32,7,25,72446.2540282004,NA,"not_estimable","Contrast not identified by observed status and geography cells",NA
"bihar_only","both_gap",53255.5140399629,55605.8378278419,1.27090996022193,-380313.457870648,486824.485950574,0.484744256660079,220,32,7,25,72446.2540282004,0.735103764222684,"estimated","",NA
"bihar_only","neither_gap",22733.4906390785,33357.0002166852,3.31766911779966,-77898.4183024881,123365.399580645,0.540101800293659,220,32,7,25,72446.2540282004,0.313798014045409,"estimated","",NA
"bihar_only","buyer_minus_owner",NA,NA,NA,NA,NA,NA,220,32,7,25,72446.2540282004,NA,"not_estimable","Contrast not identified by observed status and geography cells",NA
"minimum_tenth_acre","buyer_gap",-3933.87015055617,7447.79712055669,6.35327835413036,-21915.1269890267,14047.3866879143,0.61530121990519,711,87,28,59,30568.0581119932,-0.128692183721436,"estimated","",NA
"minimum_tenth_acre","owner_gap",439.565692888604,5705.74316615665,3.56759139306423,-16188.867087556,17067.9984733332,0.942715610285998,711,87,28,59,30568.0581119932,0.0143799024222655,"estimated","",NA
"minimum_tenth_acre","both_gap",15148.1159842398,14796.2467215756,5.09081467250399,-22683.672015642,52979.9039841215,0.352101231833923,711,87,28,59,30568.0581119932,0.495553755123767,"estimated","",NA
"minimum_tenth_acre","neither_gap",-2725.13172647859,12578.9319101555,17.2653948079371,-29233.3163302145,23783.0528772574,0.831026108923083,711,87,28,59,30568.0581119932,-0.0891496514595213,"estimated","",NA
"minimum_tenth_acre","buyer_minus_owner",-4373.43584344477,6564.4284826747,3.1867748933094,-24588.5002349158,15841.6285480263,0.550336236951645,711,87,28,59,30568.0581119932,-0.143072086143702,"estimated","",NA
"winsorized_99","buyer_gap",-7542.04568757318,7322.11456208585,6.83218751168388,-24942.6790897529,9858.58771460656,0.338070758698544,743,87,28,59,34626.4511614355,-0.217811685419642,"estimated","",NA
"winsorized_99","owner_gap",-2375.45498969354,6468.06953860023,3.52061406234123,-21340.42514709,16589.515167703,0.734417564205533,743,87,28,59,34626.4511614355,-0.0686023230800836,"estimated","",NA
"winsorized_99","both_gap",10449.7789120585,12242.4340068876,5.06460185238922,-20900.0440270831,41799.6018512001,0.431851287266642,743,87,28,59,34626.4511614355,0.301786020846882,"estimated","",NA
"winsorized_99","neither_gap",-366.00217096786,12666.4830641773,17.3012031039537,-27054.5485988241,26322.5442568883,0.977278775245989,743,87,28,59,34626.4511614355,-0.0105700168134899,"estimated","",NA
"winsorized_99","buyer_minus_owner",-5166.59069787965,7131.27989870498,3.19419546833324,-27100.56200233,16767.3806065707,0.51821638569041,743,87,28,59,34626.4511614355,-0.149209362339558,"estimated","",NA
"net_income","buyer_gap",1145.27743062894,4673.59937315808,6.82989344515734,-9962.07184804832,12252.6267093062,0.813615158521601,742,87,28,59,14167.6743240736,0.0808373628890447,"estimated","",NA
"net_income","owner_gap",7348.07592597633,3592.09659082873,3.5211668579985,-3183.51500708936,17879.666859042,0.119719628387428,742,87,28,59,14167.6743240736,0.518650821433023,"estimated","",NA
"net_income","both_gap",6489.00447501377,9485.49169030824,5.06433271007913,-17801.3585198382,30779.3674698658,0.523955727103157,742,87,28,59,14167.6743240736,0.458014796683158,"estimated","",NA
"net_income","neither_gap",-2024.37809283918,11175.2861825097,17.426729225541,-25558.267188025,21509.5110023466,0.858341750210367,742,87,28,59,14167.6743240736,-0.142887113758634,"estimated","",NA
"net_income","buyer_minus_owner",-6202.79849534739,3464.89874856707,3.19474070109636,-16858.9802708849,4453.38328019014,0.165728741191204,742,87,28,59,14167.6743240736,-0.437813458543979,"estimated","",NA
"crop_season_acres","buyer_gap",2465.17384525499,2074.83069602442,6.67724998742462,-2489.5064749228,7419.85416543278,0.275317512579543,740,87,28,59,9560.33970329605,0.257854210390148,"estimated","",NA
"crop_season_acres","owner_gap",4582.04707990631,1554.63895623746,3.8090756659634,178.998950991388,8985.09520882124,0.0447135649166359,740,87,28,59,9560.33970329605,0.479276597078093,"estimated","",NA
"crop_season_acres","both_gap",3898.7386824922,2780.53870264517,5.06121330500279,-3222.94030825446,11020.4176732389,0.219125165490671,740,87,28,59,9560.33970329605,0.407803363006866,"estimated","",NA
"crop_season_acres","neither_gap",3156.47350141886,4629.66295830377,17.2793583168163,-6599.24587751441,12912.1928803521,0.504406417881467,740,87,28,59,9560.33970329605,0.33016332048647,"estimated","",NA
"crop_season_acres","buyer_minus_owner",-2116.87323465132,1614.89628063928,3.69126933480879,-6752.38276303511,2518.63629373247,0.265508990004497,740,87,28,59,9560.33970329605,-0.221422386687944,"estimated","",NA
"log_gross_value","buyer_gap",-0.0686979870429884,0.203846017825931,6.7940758175771,-0.553694747269174,0.416298773183197,0.746280410391586,737,87,28,59,9.91942251249328,NA,"estimated","",NA
"log_gross_value","owner_gap",0.0148765164114031,0.251187527581225,3.53442527184021,-0.720300096921745,0.750053129744551,0.955967212422765,737,87,28,59,9.91942251249328,NA,"estimated","",NA
"log_gross_value","both_gap",0.0468121692055675,0.264009868173184,5.07359470824898,-0.628896539089757,0.722520877500892,0.866125060209789,737,87,28,59,9.91942251249328,NA,"estimated","",NA
"log_gross_value","neither_gap",-0.00851774044063595,0.445344812441216,16.7198723707082,-0.94931377234977,0.932278291468498,0.984966843718936,737,87,28,59,9.91942251249328,NA,"estimated","",NA
"log_gross_value","buyer_minus_owner",-0.0835745034543916,0.25936880419618,3.21006890615638,-0.879269212476361,0.712120205567578,0.767140524627456,737,87,28,59,9.91942251249328,NA,"estimated","",NA
"common_sample_gross","buyer_gap",-8601.16926320115,8181.40211044516,6.67499033393713,-28139.7126476879,10937.3741212856,0.329680875328483,739,87,28,59,36272.8199233703,-0.237124361474291,"estimated","",NA
"common_sample_gross","owner_gap",-3235.5584273335,7158.72676324522,3.80946142390101,-23509.6427656747,17038.5259110077,0.675819827448865,739,87,28,59,36272.8199233703,-0.0892006310556751,"estimated","",NA
"common_sample_gross","both_gap",14798.8959953856,14488.3246389225,5.06094178103052,-22310.041956029,51907.8339468002,0.35336694507011,739,87,28,59,36272.8199233703,0.407988571791485,"estimated","",NA
"common_sample_gross","neither_gap",2558.75829453799,13335.1425145066,17.4056953288289,-25526.061954524,30643.5785436,0.850056296140132,739,87,28,59,36272.8199233703,0.07054202843737,"estimated","",NA
"common_sample_gross","buyer_minus_owner",-5365.61083586765,8229.0747789375,3.69170296873563,-28985.7053411483,18254.483669413,0.552734766213661,739,87,28,59,36272.8199233703,-0.147923730418616,"estimated","",NA
"common_sample_net","buyer_gap",1148.44666181092,4671.77738190229,6.67499033393713,-10008.531546414,12305.4248700358,0.813203138888878,739,87,28,59,14167.6743240736,0.0810610574143062,"estimated","",NA
"common_sample_net","owner_gap",7116.48417287368,3513.44412714512,3.80946142390101,-2833.8694175878,17066.8377633352,0.116296422794034,739,87,28,59,14167.6743240736,0.502304330978403,"estimated","",NA
"common_sample_net","both_gap",6413.40614354155,9495.6745399719,5.06094178103052,-17907.8598476967,30734.6721347798,0.529043681788086,739,87,28,59,14167.6743240736,0.452678823414507,"estimated","",NA
"common_sample_net","neither_gap",-2240.13272360502,11175.2017971417,17.4056953288289,-25775.9542101991,21295.688762989,0.843447776724926,739,87,28,59,14167.6743240736,-0.158115769205579,"estimated","",NA
"common_sample_net","buyer_minus_owner",-5968.03751106276,3509.46528849043,3.69170296873563,-16041.3329912928,4105.25796916727,0.170190039702183,739,87,28,59,14167.6743240736,-0.421243273564097,"estimated","",NA
"common_sample_cultivated","buyer_gap",2477.96962046999,2078.94911415112,6.67499033393713,-2486.90521548546,7442.84445642544,0.273934298738386,739,87,28,59,9560.33970329605,0.259192633041656,"estimated","",NA
"common_sample_cultivated","owner_gap",4606.13745203132,1559.27337855026,3.80946142390101,190.151058254311,9022.12384580833,0.0444216114116578,739,87,28,59,9560.33970329605,0.481796420941329,"estimated","",NA
"common_sample_cultivated","both_gap",3916.84119698694,2784.56073205942,5.06094178103052,-3215.2526788184,11048.9350727923,0.217873946544106,739,87,28,59,9560.33970329605,0.409696864185334,"estimated","",NA
"common_sample_cultivated","neither_gap",3723.53381195163,4663.9831476034,17.4056953288289,-6099.16798539337,13546.2356092966,0.435420425463302,739,87,28,59,9560.33970329605,0.389477144903951,"estimated","",NA
"common_sample_cultivated","buyer_minus_owner",-2128.16783156133,1617.25047879434,3.69170296873563,-6770.1974854424,2513.86182231973,0.263959972193558,739,87,28,59,9560.33970329605,-0.222603787899673,"estimated","",NA
