"draw","buyer_gap","buyer_minus_owner","reference_mean","buyer_ratio","difference_ratio","reason"
31,-9305.011105315,-7525.40744924339,38476.8357133846,-0.241834104410985,-0.195582804815355,""
32,-7108.90056833993,-2346.9640266414,40942.3419599728,-0.173631996315451,-0.0573236389099555,""
33,-7016.97321700214,-891.077608960034,30798.1962049855,-0.227837148977779,-0.0289327856420302,""
34,18943.722838271,-10551.8774925732,26369.0625660046,0.718407140597162,-0.40016126724872,""
35,-17871.4546911855,-12026.6342196498,35819.6736243735,-0.498928462570492,-0.33575499167771,""
36,1327.3784647673,-5280.94542934186,36122.2849041199,0.0367468023767209,-0.146196328481412,""
37,5912.93288186922,2483.42573156458,30780.2174324663,0.192101725559365,0.0806825272437849,""
38,-30070.9088511348,-5955.26044378218,39111.7394773296,-0.768846112522426,-0.15226273552047,""
39,-5971.46128172277,956.985069509468,30270.8435673709,-0.197267752662151,0.0316140865839962,""
40,-6560.11546502083,-4385.16109589073,36190.6397241368,-0.181265529292251,-0.121168377495303,""
41,1841.50333551467,641.237669575985,45445.6058937939,0.0405210426684211,0.0141100037498577,""
42,-11173.2043086337,-9651.47991040403,31978.2088534634,-0.349400567112239,-0.30181427467157,""
43,-3194.34213995661,-232.40676174196,26360.5053117559,-0.121179093578758,-0.00881647597393797,""
44,-10256.4421307626,-16897.0986977322,46315.8243047106,-0.221445743106842,-0.36482344752339,""
45,-8690.57680465863,-5975.92206180599,33024.742808805,-0.263153504479119,-0.18095287210572,""
46,-19213.6044754533,-3763.33826228459,39776.282160013,-0.483041738243922,-0.0946126198307158,""
47,-9319.88173833298,1959.20510378214,42508.6602157361,-0.219246659175649,0.0460895519604467,""
48,-11348.4011650274,-16974.734336042,46140.8829871693,-0.245951105187631,-0.367889239153969,""
49,-15285.4861759898,-8800.17241415332,38753.3138184474,-0.394430428520248,-0.227081804033085,""
50,-4745.49806425079,-9734.10750373569,29637.0311875673,-0.160120561139117,-0.328444082071862,""
51,-19796.7566583277,-2628.45864964973,53004.4966896057,-0.373492022276101,-0.0495893521080294,""
52,3275.9504420229,-2825.37139766814,35015.5284434852,0.0935570756074767,-0.0806890977592489,""
53,-13093.6524601884,-1552.69857661026,27150.1281841563,-0.482268531896999,-0.0571893644876546,""
54,-20363.084200146,-16128.1862020599,45110.3860103506,-0.451405673972147,-0.35752711578126,""
55,-20456.8771232126,-9697.19507724299,35939.8865910886,-0.56919704160349,-0.269817075039058,""
56,-15959.9190260699,-14476.3378758832,29563.1661196331,-0.539858246626392,-0.489674814169155,""
57,2553.82640918572,3518.16257985327,41508.4764992234,0.0615254190125117,0.0847576899123024,""
58,-126.854478019875,-3391.78632160952,52582.7955414465,-0.00241247116501986,-0.0645037276296211,""
59,-9337.66114080372,8575.94923755424,35677.3008493125,-0.261725548696705,0.240375505809025,""
60,-16429.5922928393,5343.1222884589,39778.6815307945,-0.413025059166941,0.134321251555875,""
61,-14015.9410436517,-3570.60553869491,27141.6287419443,-0.516400145949666,-0.13155457885904,""
62,-17992.845007258,-3426.23584860773,35892.0611772264,-0.501304311235113,-0.0954594340985266,""
63,-35242.7604020681,-16830.9905202046,39363.4641322759,-0.895316537275258,-0.427578997205281,""
64,-6366.60534306241,-6221.71379804029,39407.6608193717,-0.161557555325201,-0.157880819837494,""
65,-4534.02574031962,-4581.03430230859,39001.15997129,-0.116253612550428,-0.11745892444432,""
66,-13862.5171674434,-6922.8818712258,40270.3028703717,-0.344236724815957,-0.171910350252648,""
67,-29800.1004102903,3949.99480257452,48199.1580025005,-0.618270145066523,0.0819515312356618,""
68,-7038.9320093665,1567.92785058366,36292.6638399018,-0.193949169463487,0.0432023358081477,""
69,-8054.57536112364,-8564.18167263575,39147.3109109969,-0.205750412319152,-0.218768070483993,""
70,-7068.27609158424,386.354497374468,31181.7849630201,-0.226679649672616,0.0123903906666236,""
71,-26562.4411864676,-8720.59547801743,30011.3063571814,-0.885081138099523,-0.290577003687501,""
72,-6364.36820204814,18151.5239758349,33262.6044058797,-0.191337037965768,0.545703630249298,""
73,-10283.7834883697,-2400.51555212457,42543.271197792,-0.241725264626653,-0.0564252697204242,""
74,-25487.6097576914,-18123.2420489763,56140.3082700795,-0.45399839336606,-0.322820493998522,""
75,-3047.79942771028,3075.04358216893,36752.6918109953,-0.0829272436256892,0.0836685268655334,""
76,-16223.9433374457,665.148444671839,36864.7555766283,-0.440093609293628,0.0180429365193875,""
77,-30552.115001608,-18564.107575674,49768.13800161,-0.613889050874672,-0.373011897191603,""
78,339.253445536387,-1182.78067166885,51183.3091272256,0.00662820461047389,-0.0231087182880033,""
79,1107.78695425685,1098.5030347906,26984.9575593263,0.0410520176591488,0.0407079771156039,""
80,8106.74325225664,-366.794618852172,27489.6402175961,0.294901758920349,-0.01334301271129,""
81,-17251.1826877376,-7303.28457868772,32838.2071921608,-0.525338749061057,-0.22240204941612,""
82,-15357.26922054,-3133.15896607774,34688.8341904313,-0.442715057422603,-0.0903218294647101,""
83,-1233.45478205783,-5609.057967659,36796.7065917847,-0.033520792926974,-0.152433695490327,""
84,-14868.1652940121,-17980.8704175188,33649.9641382998,-0.441847879329222,-0.53435035899647,""
85,-15639.5804064507,-3650.38112432401,35809.6844121863,-0.436741643026837,-0.1019383774039,""
86,-3049.56208317436,-2265.61328999561,32033.3708990122,-0.0951995371573086,-0.0707266586816023,""
87,-5860.51464722205,-2725.32481037481,32735.6229869444,-0.179025603073426,-0.0832525720210585,""
88,-23989.122901988,-7206.17153527006,36854.1136372505,-0.650921173633677,-0.195532352404383,""
89,-9983.78851062216,-7406.23484269367,41718.2678482457,-0.239314550329346,-0.177529778312814,""
90,-15947.6786502426,-15585.4906952224,35988.0501874199,-0.443138168564,-0.433074051360262,""
91,-9727.20310073296,1632.66183426049,22653.1000986359,-0.429398318922305,0.0720723356693594,""
92,-9402.22570834057,-2179.09894300178,26084.6230034066,-0.360450895039297,-0.0835395988938461,""
93,-16734.2075890771,-10447.6578596788,30125.9882901604,-0.555474145043824,-0.346798842217276,""
94,-4257.44308065155,-2875.03384716715,41505.527781685,-0.102575326906943,-0.0692686974681913,""
95,7341.92516203167,11514.788686981,29753.7918371857,0.24675594970238,0.387002394518,""
96,7335.75999933491,1613.42126083301,34538.2333922868,0.212395345066293,0.0467140644545338,""
97,12065.4718072293,2194.96151591759,33870.0792248461,0.356228036171184,0.0648053257078722,""
98,-2998.52187628769,5474.9351367147,33726.0705450075,-0.0889081303523383,0.162335399536343,""
99,556.815490833964,-10132.9866627718,34265.2842716609,0.0162501348717681,-0.295721657594776,""
100,10312.3432855836,5484.69620851157,25295.0352188202,0.407682503557494,0.216828961140596,""
101,-7326.94951724958,-13123.3204132303,37397.2450224051,-0.195922173220512,-0.350916769547274,""
102,5351.24953823543,2360.8052178647,27927.4113743254,0.191612801720499,0.0845336213307284,""
103,-26559.8200465591,-17453.4621544941,43638.5517819951,-0.608632022878392,-0.399955118622779,""
104,-1116.59812279361,803.500086742857,34144.6593466439,-0.0327019845609724,0.0235322332135621,""
105,-16231.1169675441,-6103.59791299678,30389.3144715756,-0.534106058322762,-0.200846844330948,""
106,-2975.67062901945,-5891.03841730108,40574.2618122639,-0.0733388728743311,-0.145191511913606,""
107,-6012.3345339794,-6398.70824372228,29913.1054302472,-0.200993325417157,-0.21390986163717,""
108,6340.73636911281,3990.16954997256,22332.1526989268,0.283928578431112,0.178673753657627,""
109,-16707.9003921495,-12926.422771622,32676.6654021972,-0.511309834908248,-0.395585737177235,""
110,-13757.3901453047,1603.53417470686,36872.0516059273,-0.373111599331053,0.0434891497724278,""
111,-11536.1452571447,-14824.1049959152,33245.7000577112,-0.346996611204428,-0.445895408133444,""
112,-20089.7500882628,-3714.06797560741,38066.0640796745,-0.527760107958989,-0.0975690044506217,""
113,2298.74352392706,2779.26428611759,35567.9809911466,0.064629575811437,0.0781395009969609,""
114,-3237.61125101855,-1017.66879013978,24284.5986457505,-0.13331952890171,-0.0419059340854235,""
115,-1419.87810096652,-3021.25183400547,32111.3043918899,-0.044217390973539,-0.0940868610360321,""
116,1200.13542844661,5808.98038411164,45197.0658645486,0.0265533924711684,0.12852560831096,""
117,-20981.5415133221,-10153.3810500008,37615.127243097,-0.557795308725761,-0.269928132487287,""
118,-12960.1459360742,-19303.8704381372,32590.2532170145,-0.397669384455966,-0.592320357549699,""
119,-12613.7629423719,-18064.2308507108,42591.0741028876,-0.296159775447333,-0.424131845256425,""
120,-16223.0050669619,8187.82007788838,43879.5197092244,-0.36971701546568,0.186597759778285,""
121,-238.810484543156,2533.57801104532,39270.6187242598,-0.00608114901932085,0.0645158669089207,""
122,6580.56116451964,8773.74414225843,26578.008075882,0.247594219466398,0.330112930856549,""
123,-8423.05706507028,-14892.5136827651,44757.0352455921,-0.188195152311833,-0.332741290861794,""
124,-3744.66458736786,-2033.4913383954,43009.9572240664,-0.087065061884612,-0.0472795480312068,""
125,-6278.46750343277,-1878.94819022056,37692.5194090518,-0.16657065120261,-0.0498493658603605,""
126,-19700.1423071519,-17770.7892598571,35834.8498308548,-0.549748147407876,-0.495908015346444,""
127,-13630.2524918619,-10309.4889856645,47744.2260043027,-0.285484835184752,-0.215931639246502,""
128,-21291.2360433602,-7276.74645523825,28942.6732394371,-0.735634744835831,-0.251419293409394,""
129,-9229.98827055858,3881.92424580965,37602.9590788325,-0.24545909408907,0.103234541666559,""
130,-15994.3055323653,-7369.0119671091,45019.5464874259,-0.355274692445705,-0.16368472234982,""
131,15858.9563159523,48.4075741119964,28687.3399038084,0.552820734481795,0.00168741940780539,""
132,-14505.8864284081,-7892.35382006045,39588.3092640448,-0.366418437616449,-0.199360719535161,""
133,4951.71947162723,6868.07867713007,29757.2679903596,0.166403699198173,0.230803401688458,""
134,-30859.2190983122,-17755.6291343776,57065.0737770332,-0.540772438477632,-0.311147045980402,""
135,-5225.68823287353,-10362.3764964496,37965.0678435577,-0.137644643607829,-0.272945027759459,""
136,5363.49500040733,-2014.80300046064,33622.1783441852,0.159522531392881,-0.0599248204514116,""
137,468.265780666242,5386.22015743743,28307.9258906243,0.0165418611902377,0.190272511601472,""
138,1835.9659522736,-9321.39478343076,43652.3808441736,0.0420587816006525,-0.21353691604372,""
139,-21366.9371963767,-5964.45870906192,44048.8683235502,-0.485073465212117,-0.135405492491917,""
140,-22946.72014081,-14021.1594078761,40299.9641019297,-0.569398029307704,-0.347919898201714,""
141,-5997.10272883761,3271.71612621165,35085.3925669015,-0.170928762373179,0.0932500931825996,""
142,-17723.8936768351,-8542.35948195047,32425.6347726966,-0.546601286330382,-0.263444633908706,""
143,-14265.273642637,-11448.294866068,33922.908798837,-0.420520354761738,-0.337479752516403,""
144,-19653.0649323206,-18925.3556097056,39300.8343227372,-0.500067371876389,-0.48155098831468,""
145,16723.0295613704,3081.13913707846,29901.2773719639,0.559274754497622,0.103043729495229,""
146,-3208.11223728444,-2112.67614879999,33677.9858018186,-0.0952584354706627,-0.0627316657603052,""
147,-15968.3976050154,-1440.76927005649,37474.0219616263,-0.42611912917613,-0.0384471480411642,""
148,7563.58506634133,6626.67998487185,33362.1819337876,0.226711342841797,0.198628494923489,""
149,-3196.60055226483,2004.21637784271,37218.1091246054,-0.0858883115625968,0.0538505696550203,""
150,19338.4016673306,5163.74814706935,35615.1755500261,0.542982067859451,0.144987300141654,""
151,-8160.921252696,-7996.12361596138,30023.7268704606,-0.271815730535614,-0.2663268171357,""
152,10960.5624920722,-11381.6312242905,42762.2340080664,0.256314075873694,-0.266160818963376,""
153,-10539.8312337072,-12337.5047622915,38793.1177167131,-0.271693327426642,-0.318033339119227,""
154,-20311.5688256563,5659.49018206084,45724.4373812729,-0.444216921824285,0.123773861553926,""
155,-26331.0274075554,-26388.5504183602,51979.4038627633,-0.506566552342056,-0.507673202409778,""
156,-14826.9528426075,-12274.7956740505,34534.7775047836,-0.429333961701468,-0.355432887104896,""
157,6584.13405427853,6967.14332465025,35568.5926837115,0.185110895807067,0.195879083173308,""
158,-9468.87373595833,-246.720359872302,37849.1733854834,-0.250173858211392,-0.00651851382220487,""
159,-2242.57100102343,1529.97312689803,29176.3965407257,-0.0768625076058706,0.0524387281603614,""
160,-1799.56199442999,10552.8541452613,36350.6854981966,-0.0495055862019237,0.290306881442026,""
161,-14168.2200437114,122.097196755051,40789.4836914979,-0.347349825530267,0.00299334989573553,""
162,-23987.1860354147,-15012.140008044,40665.2190099493,-0.589869835191244,-0.369164125351719,""
163,-9656.06085037904,7590.45178934527,39435.7145174809,-0.244855734669109,0.192476588346855,""
164,-19971.8026485613,-5139.05676352017,39240.0656797143,-0.508964557082432,-0.130964530117412,""
165,-17698.7486997582,-4217.26885654494,50438.1819496714,-0.350899814696305,-0.0836126262590719,""
166,-1461.3430241282,2326.07596566902,33544.3752652054,-0.0435644728087695,0.0693432489733022,""
167,-18860.4448953905,6615.06183663857,43967.4407647976,-0.428963900725627,0.150453647553098,""
168,-10472.8227552314,-5030.5849311374,35211.9429593158,-0.2974224616725,-0.142865871870512,""
169,4035.56674318552,10162.3565478153,33849.9922952791,0.119219133286135,0.300217396186307,""
170,-1560.79521446734,-7591.2839159029,31497.3128570656,-0.0495532816259663,-0.2410137001322,""
171,-2967.98067700686,3718.70504399496,38293.0524238638,-0.0775070277541323,0.0971117424339226,""
172,-24568.6840435671,-1385.17749867019,34556.4550548016,-0.710972349582868,-0.040084479049529,""
173,-28616.5409017271,-14384.4994703583,39816.1963020871,-0.71871608941779,-0.361272567605968,""
174,-5151.29930519302,2646.80810166365,49527.4894177744,-0.104008892147566,0.0534411926140105,""
175,-28366.477743812,-6831.29330557167,55734.0733066799,-0.508961144607606,-0.122569424775076,""
176,-4748.41151245962,3734.0207548971,33923.4063783508,-0.139974490164701,0.110072105178685,""
177,-4526.14261004823,1643.36325824294,33726.2513373508,-0.134202362568403,0.0487265317987761,""
178,-9479.12245435479,-2397.24150482491,35114.7076347804,-0.269947355192156,-0.0682688726831516,""
179,-4904.75795181951,-1414.39114930577,39230.7596296955,-0.125023272506477,-0.0360531165507984,""
180,7550.39666913561,9262.30061921399,39367.4827429103,0.191792721887847,0.235277949563134,""
181,-14489.5356024953,-46.5149007927368,32099.7386544348,-0.451391076995373,-0.00144907412778298,""
182,-10050.2618312415,-4388.38370360857,32107.9993144265,-0.313014265785344,-0.136675713134104,""
183,-5484.17218588378,6476.53178843931,40444.6844299434,-0.1355968593446,0.160133077553311,""
184,-7708.91249375395,-2195.78288692853,36536.809357637,-0.210990303457973,-0.0600978280679991,""
185,-18592.3466909945,8426.72139423216,37795.192372911,-0.491923589316619,0.222957494463551,""
186,-3214.47434031872,-10103.4000422165,39855.6472906347,-0.0806529201966832,-0.253499835758296,""
187,-34042.0888623167,-6180.22190535593,32356.01415013,-1.05211008699537,-0.191006898336738,""
188,-14125.039672429,-7304.47243401004,37179.9225549662,-0.379910411366423,-0.1964628200398,""
189,2259.23170209573,580.339396966255,31219.1404878559,0.072366877075766,0.0185892176369175,""
190,-8692.76707135595,-6979.64773591552,30469.2309091188,-0.28529657008029,-0.229072002399203,""
191,-13577.1491021343,-7852.76975439507,48977.28060468,-0.277213208543002,-0.160334948315703,""
192,-11084.4123081644,-19097.0345425431,49207.3261851968,-0.225259390572189,-0.388093319085646,""
193,11980.0456577192,8048.61246030139,35752.0505445508,0.335086952363495,0.225123100289646,""
194,-20386.7601966658,-4805.13969338989,33581.5200576889,-0.607082709825045,-0.143088808521331,""
195,-10964.902596538,-104.490245639458,35175.0435719764,-0.311723923642092,-0.00297057899660157,""
196,-25466.3591207474,-21682.5802336955,42645.147599249,-0.597168975942197,-0.508441908501622,""
197,-5536.08828108132,-9147.18807013674,30844.3124859726,-0.179484898021281,-0.296559959775298,""
198,-9721.63062178631,-10301.8586352448,33908.5799823251,-0.286701201491001,-0.303812741218143,""
199,-15657.0209830536,-4904.60713031533,28407.5149473267,-0.551157713446071,-0.172651748645014,""
200,-3498.77352099449,-3103.44938552204,25546.8829435601,-0.136955006554976,-0.121480549794603,""
201,5031.71271769461,14162.3194941946,37830.2494982512,0.133007653516195,0.374364950853663,""
202,-7192.85142847938,1642.33585588345,29858.1959553486,-0.240900402664512,0.0550045239953372,""
203,12420.8355912293,1793.17642241097,32636.9579504582,0.380575775784117,0.0549431238393279,""
204,-17175.2134268957,-4053.28252598579,32004.1435641916,-0.536655929956285,-0.12664867965787,""
205,-8960.61004601553,-832.375692802817,30931.0568082354,-0.289696213794731,-0.0269106774451107,""
206,-7702.1448716597,-7022.70947665106,43642.3308964334,-0.176483352594926,-0.160915087081771,""
207,-15804.7170913361,-13976.0423343714,41383.6160306601,-0.381907590666479,-0.337719215353654,""
208,-11927.4959978402,-8891.24518910925,38431.3191935801,-0.31035874510997,-0.231354150096271,""
209,-6375.44426285968,2813.72696713544,41338.4060812484,-0.154225691487211,0.0680656859774714,""
210,-7220.48478959718,3514.90132821439,41976.4965691228,-0.172012563690426,0.0837349854203862,""
211,-14096.7305597575,-6370.67899051242,43436.1722494316,-0.324538969014287,-0.146667596627274,""
212,-3619.41993796858,-6310.26442580838,29593.2519082422,-0.122305583353633,-0.213233221052359,""
213,-2779.94135839511,-3940.11612980589,52829.9385573981,-0.052620567699029,-0.0745811227004376,""
214,-2571.12347229998,-3005.21001584031,40205.9092696791,-0.0639488950505832,-0.0747454807123752,""
215,-8930.97635476675,-9865.73476352731,31738.0916784011,-0.281396135762145,-0.310848392004655,""
216,4389.46381112271,-14127.4576803532,30262.2722343744,0.145047396875136,-0.466834002778749,""
217,7882.70837226168,9540.75765097265,39760.9600831346,0.1982524656291,0.239952899301834,""
218,-5171.86906438282,-8022.61386027922,27112.1470974466,-0.190758372835396,-0.295904777716214,""
219,-16988.9080420492,-7835.53030584676,39288.319445443,-0.432416257092404,-0.199436637057674,""
220,-18590.0514999119,-8910.4356120472,45139.0240934846,-0.411839907336303,-0.197399828440982,""
221,-14689.9005604486,-9192.56113353906,40918.7318725824,-0.359001852896901,-0.224654106147863,""
222,-32409.0192852149,-5824.55752428405,43686.1631365402,-0.741860052665214,-0.133327285027973,""
223,8866.08508363431,5065.53291215986,41984.2887944468,0.211176259934812,0.120653059932978,""
224,-220.006357826595,-3544.75920596361,28040.5077501864,-0.00784601904454216,-0.126415656861279,""
225,5017.9271283095,-1155.86431387624,37643.0553857671,0.133302864947748,-0.0307059111443243,""
226,8508.58930952422,-4669.91228434559,29360.4310748589,0.289797833275345,-0.159054622612282,""
227,-15712.0891071027,-15663.0049102414,31881.6887130411,-0.492824870367539,-0.491285297062526,""
228,-8132.73356787736,-10594.5699989091,30329.6453461199,-0.268144697211825,-0.349314008720002,""
229,-23471.5119214922,-3977.99274981297,50993.8528090492,-0.460281203096837,-0.0780092605418324,""
230,-2828.64803309182,15454.383428391,42415.3353504381,-0.0666892766430198,0.364358393036527,""
231,4191.39369645181,-4490.1784582168,34963.9922250955,0.119877434746809,-0.128422933780255,""
232,10173.3995027639,-1307.45474843532,22994.4799192827,0.442427901760575,-0.0568595051083942,""
233,1987.59258444487,-4402.97408247418,37166.4530002219,0.05347813482317,-0.118466351428475,""
234,-3508.22121957523,-2724.12775496215,35983.1720973888,-0.097496163208741,-0.075705603374524,""
235,-12073.8043935938,-9421.96049289031,33266.4654428397,-0.362942207200814,-0.283226978504213,""
236,-23572.5475762884,-8080.18877000503,52717.2990765571,-0.447150138364561,-0.153273952033673,""
237,-29842.3424107429,-11054.6592933373,37782.8394628042,-0.789838530799718,-0.292584132122209,""
238,-14826.7294170663,-11521.3856071557,43435.5220003161,-0.341350321908376,-0.265252610687442,""
239,-17690.4705180163,-12115.0636980069,34942.51006084,-0.506273604478173,-0.346714179288002,""
240,25151.5166070851,5089.69067593816,24757.105101529,1.0159312449472,0.205585049425824,""
241,15366.7780711036,3261.21008989644,29355.7220938331,0.523467895696281,0.111092824747157,""
242,-1302.05578524061,5899.02737819081,42974.9642462348,-0.0302980074114825,0.137266603513408,""
243,-6713.47486714778,-7012.50004457957,44675.2327217922,-0.150272857199309,-0.156966167098643,""
244,5624.80414017581,-624.607058460715,27089.24098512,0.207639783752726,-0.0230573849892586,""
245,15275.4115101127,-4072.66797531931,28791.1539758638,0.530559196165546,-0.141455531054209,""
246,-15066.9602602231,-13817.8667215478,41546.1372898817,-0.362656103384431,-0.332590888657971,""
247,-20255.7196269561,-11887.4648781375,27279.1455756583,-0.742534973127262,-0.435771158783834,""
248,2938.56648769902,-9738.23808030835,34660.9214136809,0.0847803915143222,-0.280957276469419,""
249,-14525.7154951992,-7279.50522496806,38322.3026501394,-0.37904078019034,-0.189954797117119,""
250,9414.26502160742,4412.43335533831,29291.4023837287,0.321400283205185,0.150639197725453,""
251,-17791.1039356154,-9563.36574559486,34506.6617774268,-0.515584615236639,-0.277145491710558,""
252,-13455.0523751435,-9635.65346089182,50194.1218719627,-0.268060320080212,-0.191967766374534,""
253,-8206.30675381375,-763.548959836095,29553.4990073444,-0.277676316830518,-0.0258361610463229,""
254,2584.76890891225,-8367.52446143451,41385.4075188088,0.0624560458354198,-0.202185382797829,""
255,-12627.9975745147,-4862.67934914467,48567.0717668521,-0.260011508108535,-0.100122967521866,""
256,-15977.0357898435,-1856.66401926281,34944.0341608631,-0.457217839139409,-0.0531325035545625,""
257,-8907.1204045347,-6689.50844854266,40047.1256217462,-0.22241597283821,-0.167040913540875,""
258,-4523.47233457851,-7493.23385642049,29973.528593446,-0.150915576071601,-0.249995052569785,""
259,-1704.68229709842,9155.93430116881,35275.6534332046,-0.0483246129040894,0.259553924876426,""
260,11618.8146755909,10422.7308219116,31906.3427863981,0.364153759438204,0.326666421522774,""
261,-18100.1491357433,-10743.2243350573,43905.5825227574,-0.412251656753705,-0.244689256303315,""
262,-4556.91626660894,-780.463960554099,29399.4660305304,-0.154999967070039,-0.0265468753664985,""
263,-3696.85023317929,11766.6927555395,39576.0137806504,-0.0934113843215499,0.29731879569166,""
264,-711.440078192097,-9882.38155293694,28083.2769248766,-0.0253332287430422,-0.351895598913636,""
265,-16101.5686515814,-14227.9787821353,34397.4963290505,-0.468102925211531,-0.413634139125384,""
266,-7345.40829250617,-12958.9006160447,38683.4067300586,-0.189885248312385,-0.334998949458479,""
267,12693.8947871929,1347.13934572872,28560.4581203058,0.444456973824515,0.047167987994245,""
268,-7890.66582008668,7205.92215331287,40803.849642228,-0.193380425848855,0.176599076226755,""
269,-23513.7081852757,-10813.3294601996,43904.0443087506,-0.535570436744232,-0.246294609766608,""
270,-10592.106013464,-7172.609755746,35238.9091390541,-0.300579849724268,-0.203542332353212,""
271,-5401.63678403177,-5745.02734357455,31071.3923389733,-0.173845984277197,-0.184897647356745,""
272,-4690.39885510434,4269.63413557319,41789.2548839846,-0.112239351195082,0.102170621309869,""
273,-14159.9229067512,-2854.84834389598,33231.9936179513,-0.426093091781959,-0.085906622898298,""
274,-1838.03772121708,1485.40724034578,31190.6852543737,-0.058929058666941,0.0476234243727456,""
275,-8355.17726309687,-21458.6244589101,43575.2206543072,-0.191741479162677,-0.492450161736336,""
276,-6416.39698388137,-6931.0782494027,33454.776704511,-0.191793149317783,-0.20717753732513,""
277,-10948.2332832218,-12859.9554923002,41639.7378537173,-0.262927526625732,-0.30883853153634,""
278,-20532.7886661938,-11905.0428051141,38983.7140283561,-0.526701705518837,-0.305385033259133,""
279,-25310.2179570531,-15744.9336667364,43532.188319169,-0.581413867170744,-0.361684865261031,""
280,-10302.8751344289,-4352.4853353123,37172.4829267582,-0.277164028960049,-0.117088905357442,""
281,-9386.97272103473,-2463.78873418875,34260.6953484319,-0.273986637619846,-0.0719129810160586,""
282,-8550.67220046493,3669.47041121112,41216.3687179442,-0.207458164472948,0.0890294444986746,""
283,-9224.40269858567,-2010.63848228134,26502.2558813291,-0.348061038271247,-0.0758666919255671,""
284,-18572.9177364219,-12001.7205454981,42188.0984400113,-0.440240694015432,-0.284481192309812,""
285,-28264.9162604711,-37598.1330809268,63312.7890490823,-0.446432966940678,-0.593847367105869,""
286,-16465.3061252413,-7488.45376270668,39177.2007551402,-0.420277758693134,-0.191143155160828,""
287,6440.88267741973,14107.6694862389,50779.5528612146,0.126840082562824,0.277821853311637,""
288,4696.60062478908,-2123.39936698067,26583.6034025457,0.176672836773488,-0.0798762806842554,""
289,-8042.18206230755,-1367.56522386796,54436.4372775769,-0.147735275571023,-0.0251222396663214,""
290,-9068.26567089958,9699.06402919803,30478.5894565675,-0.297529046868196,0.318225488847487,""
291,-2167.00174429292,-2572.37412761367,31697.7875303067,-0.0683644479041643,-0.0811531128207035,""
292,-20926.5190366459,-6756.64121624695,36597.056717518,-0.571808798673937,-0.184622530396351,""
293,5981.22545285845,2066.77994834276,25627.8819209344,0.233387428243636,0.0806457574105837,""
294,-9366.83669918622,-14133.4309491372,34542.2276171908,-0.271170603210448,-0.409163853176145,""
