"draw","buyer_gap","buyer_minus_owner","reference_mean","buyer_ratio","difference_ratio","reason"
295,-4697.78759860798,1926.58374101519,40699.9419387977,-0.115424921383727,0.0473362773812376,""
296,19329.6859107163,18460.1680611257,20218.2389979054,0.956051905050625,0.913045298506867,""
297,-11981.0344896596,-9869.05938683495,40563.3965766379,-0.295365662168438,-0.243299630202046,""
298,1856.27558943209,7833.03799270038,39068.689626828,0.0475131264232986,0.200494003446728,""
299,-12556.3728054334,-1882.53232588767,29868.0278292568,-0.420395108683205,-0.0630283437744645,""
300,1335.39732671561,-2493.71067678811,31070.8039656567,0.0429791687460569,-0.0802589685012488,""
301,-19115.2202928168,236.230314603123,47375.7266933312,-0.403481310514811,0.00498631537901827,""
302,-1310.45771360357,-5454.09055217519,25589.7974038676,-0.0512101636805262,-0.213135354926681,""
303,-14320.8203640076,-9335.7134962179,32075.8637775627,-0.446467177417842,-0.291051039527993,""
304,262.117176431189,-1375.83470262744,29177.1902929077,0.00898363323540797,-0.0471544617153173,""
305,-2052.85163998922,2933.89405275955,37019.6208995879,-0.0554530702936527,0.0792524067363482,""
306,-16558.4979968414,-28780.2859056397,49368.360351272,-0.335407088244824,-0.582970260726883,""
307,-11912.7867625399,960.969868810554,33483.935800757,-0.355776179760521,0.0286994299155486,""
308,-11551.7719351036,-17082.4101244127,50710.5137431566,-0.227798361373582,-0.336861310672838,""
309,661.978939929094,-3023.66408978808,30906.3967631559,0.0214188326449705,-0.0978329539013957,""
310,-307.129630184992,2301.73719864672,20574.9260017401,-0.0149273747161481,0.111870983081643,""
311,194.708984627196,-891.251190369998,35909.5423854372,0.0054222073491574,-0.0248193413551112,""
312,12619.32020186,-2938.38336404616,30373.3901190239,0.415472890988093,-0.0967420282204768,""
313,12823.798016048,-580.42548556717,22949.0246064283,0.558794904618991,-0.0252919457589751,""
314,15894.0451289539,531.934914570521,31979.7117274901,0.49700401505781,0.0166335118685033,""
315,-6125.83279747349,-1365.37788428352,38052.9868894833,-0.160981654745386,-0.0358809648306707,""
316,-10836.103393226,6599.41797748462,37649.889449632,-0.287812356201537,0.17528386069535,""
317,-12401.2283474334,-6699.30941862498,42799.109795332,-0.289754352525949,-0.156529176673568,""
318,-15437.221643105,-6463.36555113635,46043.8212278854,-0.335272382513636,-0.140374221312934,""
319,-17359.2837071707,-7915.4349740602,42601.9326086102,-0.407476436964793,-0.185799903651799,""
320,-19997.6967839599,-21794.2153155653,38262.2997891566,-0.522647538024549,-0.569600244513836,""
321,-827.342346187958,-10733.6778625827,39613.5880637246,-0.0208853170497217,-0.27095949615359,""
322,-465.344639030022,-9617.26099626347,32259.5762298344,-0.0144250078089885,-0.298121119996896,""
323,-16673.9016076567,-601.988864809684,37016.0005676265,-0.450451192780654,-0.0162629364485199,""
324,-3483.81998051478,-4812.40630991457,41767.2073172443,-0.0834104122416733,-0.115219729041537,""
325,-12291.5526842514,-10202.8204449335,43993.2410456962,-0.279396388901741,-0.23191790835178,""
326,-5156.13203800906,-5146.57278966536,31632.988407337,-0.162998575146101,-0.162696382756922,""
327,-7884.40073161412,-2440.77776080019,30321.2623260192,-0.260028776072703,-0.0804972344012775,""
328,-14790.6573096138,-14570.0478269608,40153.5491485017,-0.3683524276998,-0.362858281171504,""
329,978.501775945246,4094.97940742192,34295.0935949902,0.0285318298734191,0.119404234780106,""
330,-9371.41101164819,1287.68963767538,27673.2600762409,-0.338644994692696,0.046531909653136,""
331,917.786188620862,-9059.83415766895,29380.7315881337,0.0312376901122345,-0.308359719719438,""
332,-12724.9676866465,-13154.925032075,30957.1544699379,-0.41105094781898,-0.424939735493118,""
333,7873.37726784617,-16002.4819848266,38713.9553744861,0.203373103876516,-0.413351770182925,""
334,1618.98865254497,2624.3116445701,32236.4927794437,0.050222233033283,0.0814081005190351,""
335,-19742.3705493196,1703.36085300762,35990.4548679845,-0.548544624449344,0.0473281279510266,""
336,122.647705315719,-5465.47702555848,42841.1180985515,0.0028628502419937,-0.127575499149806,""
337,-9608.89164142402,-6343.01737092645,45258.2873878102,-0.212312312197922,-0.140151511182345,""
338,-14332.1219022725,-1970.38505248749,35245.253923472,-0.406639768673302,-0.0559049753696138,""
339,-19848.2943493255,-16421.7194249125,37989.9927307332,-0.522461125223343,-0.432264347648259,""
340,-15317.8819559451,-4646.25501993583,40614.2330054644,-0.377155514764593,-0.114399674107122,""
341,-7262.19952227215,-958.838910425693,37442.608210798,-0.19395549266725,-0.0256082296678567,""
342,2077.31460159656,10176.4501852609,25558.6687000277,0.0812763225650446,0.398160416909739,""
343,-1673.161661725,-4851.73361111748,44250.3960124819,-0.0378112245877538,-0.109642716186064,""
344,-16559.8163714246,-5155.88614752629,38239.1510839928,-0.433059205081482,-0.134832651912207,""
345,-24378.277768248,-28960.060728232,44416.678118139,-0.548854142207728,-0.652008703829772,""
346,-4357.91477049278,-11218.3987910622,43054.7698691573,-0.10121793203718,-0.260561113789592,""
347,-1556.62222069095,5973.22153837718,40291.9637507932,-0.0386335655000261,0.14824845905555,""
348,-2238.88184794888,-5518.05673729409,32561.3818149833,-0.0687588094593287,-0.169466295031587,""
349,17969.4076355357,11616.9876297366,44465.8558023268,0.404116986197651,0.261256359967071,""
350,-8582.84808437928,-15667.1578730214,34986.7297449282,-0.245317243050516,-0.447802866608091,""
351,197.201307405247,1776.60957111165,34813.1645557962,0.00566456137847468,0.0510326939185384,""
352,-18614.7883692284,-16615.7645340072,48236.2040262641,-0.385909064467279,-0.344466669163271,""
353,2676.33225385236,-5149.71602023296,42117.6587468092,0.0635441839239254,-0.12226975984564,""
354,503.603752153631,-104.447782462601,23893.7590700251,0.0210767904153434,-0.00437134157737578,""
355,6708.91150759387,2580.77480983403,32502.3783366629,0.206412941173174,0.0794026450342218,""
356,22.7814658962536,-11738.9107693621,33036.8904227523,0.0006895765795368,-0.355327351307785,""
357,-700.901097237768,7049.18112183815,30888.0173660103,-0.0226916829569337,0.228217338727451,""
358,2683.87656147213,7752.23093819376,39998.415844468,0.0670995714407356,0.193813449221038,""
359,-33658.2475625168,-6987.72048141828,41866.3972805029,-0.8039442070214,-0.166905225558361,""
360,-17414.3934281345,-21153.7882566831,38324.9532786863,-0.454387857996927,-0.55195861826262,""
361,-33097.0529178964,-22747.3725837121,40250.8173142696,-0.822270332040261,-0.565140638166563,""
362,-26198.6952789379,5587.47162622986,47585.4072937291,-0.550561543315621,0.117419855035394,""
363,-17644.1584105437,-4670.565981321,44464.2122231065,-0.396817069917066,-0.105041014960204,""
364,-18012.4544002441,-7533.5502694751,36867.5020337346,-0.48857268343709,-0.204341217980587,""
365,-21500.9812997281,-1383.61860550215,34492.1539884221,-0.623358613873327,-0.0401140098692181,""
366,-8839.19395293825,-3357.42892605473,31331.5797982629,-0.282117723072117,-0.107157983978863,""
367,-13916.9777371394,-10075.3405602427,38225.6046457778,-0.36407475738063,-0.263575701512301,""
368,261.237787368908,298.473714567932,36029.11325807,0.00725074151833014,0.00828423703991876,""
369,11521.3964521161,4528.37067988155,30695.2438370205,0.375347937070973,0.147526786362258,""
370,-6904.66373108266,12005.7451567877,35626.9710351846,-0.193804399601182,0.336984728365795,""
371,-12048.0613780427,-4080.42436522285,39215.1694994238,-0.307229613739646,-0.104052192488491,""
372,-11614.3632035583,-1267.70694897211,29318.550783243,-0.39614383703428,-0.0432390727067131,""
373,1685.26547111453,-1113.75776535192,28440.0996104475,0.0592566655601815,-0.0391615282860254,""
374,8342.04770916402,3765.44546354603,30273.4302394961,0.275556738802615,0.124381196110161,""
375,7851.35955178802,-1756.60662544091,40460.5096736526,0.194049941909178,-0.0434153360797822,""
376,1866.20939655355,-948.722623172875,41935.2749704904,0.0445021380655497,-0.0226234983278514,""
377,-12846.7448332539,-15021.3696363906,31419.4251580601,-0.408879053917329,-0.4780918034249,""
378,1597.76545849297,22.3088734201028,32902.5429841198,0.0485605461943814,0.000678028851170257,""
379,-27205.9551101038,-46442.2959470522,45594.2005067801,-0.596697711720115,-1.01860094992007,""
380,2702.28967588415,-1613.62176878057,33289.3168381839,0.0811758826118215,-0.0484726609628016,""
381,-19697.0615424839,-10926.0216086347,38133.4659273394,-0.516529538123159,-0.286520549415923,""
382,-12118.4305756124,-5442.64911686167,35323.9584952038,-0.343065474308543,-0.154078120027252,""
383,-14789.2712854208,-5180.57277460041,29249.6654978323,-0.505621894599678,-0.177115624620882,""
384,922.83627905201,4533.1633205976,34908.2650018142,0.0264360396887112,0.129859313270425,""
385,-3101.35497414805,-3763.00994289999,41729.1840519603,-0.0743210068590441,-0.0901769356001393,""
386,-5831.31869601984,-241.551422039014,47789.6982591113,-0.122020412524954,-0.00505446635652195,""
387,-6279.53236511342,-4945.93801970157,38203.1738249151,-0.164372007255012,-0.129464060823029,""
388,3496.65504234151,-5267.08426514024,37297.2785878698,0.0937509430910257,-0.141218996789038,""
389,21561.2499379533,-4103.58400632948,40975.8874900717,0.526193604547979,-0.100146311835803,""
390,8414.32367175427,1851.20133926254,27804.9185252323,0.302619972222485,0.0665781968604805,""
391,6830.27597768579,7463.61375727043,33949.8493360091,0.201187225017851,0.219842323404779,""
392,894.508735507562,3063.1412846985,37869.8470193929,0.0236206059942489,0.0808860221465877,""
393,-976.267474614352,7398.83761932851,32758.9186565811,-0.0298015781549073,0.225857199283412,""
394,-11389.7668234735,-6545.03565454315,25674.7673147711,-0.443617139109214,-0.254920933627222,""
395,2124.50790376084,1132.40916930627,30575.8812568518,0.0694831290687577,0.0370360271808194,""
396,-690.438713598409,2342.64355625588,32048.4934802834,-0.0215435622277589,0.0730968386297816,""
397,4892.499906638,-2622.68175487843,30943.9124010718,0.158108640020211,-0.0847559843398337,""
398,1849.23330383786,-6667.01360172996,36642.6903359979,0.0504666356886238,-0.181946618564201,""
399,5303.7417359152,1890.95141085313,29158.9719752591,0.181890559804898,0.0648497283257301,""
400,-415.408851209791,-8316.03530312934,36384.3776098883,-0.0114172311991643,-0.228560603462659,""
401,-206.857341632104,8134.78995947907,28319.8308381312,-0.00730432829258223,0.287247123966786,""
402,-25222.5335714397,-5616.07183228923,35977.1143659517,-0.701071612216626,-0.156101230775868,""
403,-19645.8918808818,3290.35146784988,41635.9872145959,-0.471848830667205,0.0790266230722738,""
404,-9751.24983190413,1868.88220587797,39494.7596674343,-0.246899839725942,0.0473197513192863,""
405,-2552.1079710331,4608.75116549079,29814.7581886824,-0.0855988150191292,0.154579525224533,""
406,-24761.1751500124,-1454.02389630674,28630.7900846974,-0.864844283960112,-0.0507853220957352,""
407,-6694.23524734902,-4506.58532496001,34691.3217587629,-0.192965701736576,-0.129905264385658,""
408,22953.2363298036,8871.47978038643,31589.9899126743,0.72659840643363,0.280831991555245,""
409,-16526.3679946968,-3255.89244124557,37569.156566899,-0.439891908812713,-0.0866639748871615,""
410,-13943.1091298485,6089.13997090963,37060.8199118938,-0.376222359974657,0.164301275184564,""
411,-15290.5812630401,-7949.55006669221,47233.7312953092,-0.323721646453086,-0.168302394256998,""
412,852.812003647434,-7790.27868409398,31398.0608348195,0.0271612953466761,-0.248113369965027,""
413,-33735.0370457496,-4024.76369800662,39083.8418148789,-0.863145368501286,-0.102977688761252,""
414,-807.842299544806,-4892.8037137957,35891.4572246382,-0.0225079270113962,-0.136322236324162,""
415,-9578.593694911,-2391.94348402518,43708.2899700439,-0.219148214251251,-0.0547251673690398,""
416,-815.345402012572,3919.90355750518,37316.5393047774,-0.0218494377346559,0.105044670018566,""
417,1289.21951939416,-11029.4475873221,43818.4185640437,0.0294218632630447,-0.251708024816134,""
418,-2688.92128492637,3682.22874858868,38473.8511624468,-0.0698895796413267,0.0957073086611824,""
419,-7447.30500296536,-4402.84777928322,25651.297434876,-0.290328589494263,-0.171642303492104,""
420,-12847.1867304046,-20149.0921049335,40037.9134668576,-0.320875530665184,-0.503250303530736,""
421,-2740.64601120327,-1125.1651044665,25865.4836924341,-0.105957655530135,-0.0435006403841434,""
422,-6318.92578202758,-4754.90538856314,38807.7516197099,-0.162826381799926,-0.12252462949047,""
423,-17678.2304523881,-10530.6115286713,54513.3068456978,-0.324292021073442,-0.193175063814761,""
424,-15458.5655198332,4382.10413515223,35541.2934676399,-0.434946621565929,0.123296135497773,""
425,-10184.3527617823,-3265.72239271546,40861.7468859549,-0.249239289504847,-0.0799212623442188,""
426,-2345.46589654117,-900.701865198941,42660.6920858557,-0.05497955569546,-0.021113156424801,""
427,-16479.1174326399,7713.23496167607,37278.375155311,-0.442055678767753,0.206909097554301,""
428,-18179.9635481915,-18315.273018361,38317.3792251057,-0.474457385025955,-0.477988666990063,""
429,-9467.53131773768,-27415.1512985808,41059.3307447532,-0.230581725176987,-0.667696009684329,""
430,-3376.95599172834,-1859.57529118342,32079.312846613,-0.105268962832067,-0.0579680524977254,""
431,8298.54702899217,-837.376722409675,29079.4978072572,0.285374495941988,-0.028796120481857,""
432,-12395.5661720083,-7087.56366675685,35515.6900942047,-0.349016621643261,-0.199561479671582,""
433,-4072.80292975792,5958.93045025654,43445.7083045867,-0.0937446548507059,0.13715809185294,""
434,21756.4784591859,-1280.21744810672,43812.7609404508,0.496578576473571,-0.0292201956833251,""
435,-20896.0277638031,3071.33436904709,46895.9919986485,-0.445582380780116,0.0654924704255239,""
436,1466.76452310955,134.619147465406,34443.7727098291,0.0425843166329739,0.00390837405064488,""
437,-11216.5524020371,-5596.00221604045,28754.8779691949,-0.390074769715712,-0.194610536064018,""
438,-13448.1419893497,-7817.58590541174,47124.3761468634,-0.285375491177611,-0.165892613220983,""
439,-14373.8679388959,-11313.8885773825,44750.4861619628,-0.321200263319451,-0.252821579109438,""
440,20325.2683202705,2359.82075099831,26422.7054538742,0.769234942869574,0.0893103378500669,""
441,-9177.36624491848,-2012.87973346556,38009.180969858,-0.241451302310258,-0.052957724478773,""
442,939.877219667738,-5457.43282146762,30905.9280902056,0.0304109042422057,-0.176582072071705,""
443,-15094.9733542232,-13058.626709185,37808.0896903745,-0.399252474214961,-0.345392396604201,""
444,-9362.01163533508,-5821.96513507694,28237.1301633504,-0.331549685863128,-0.206181191268275,""
445,-1044.66675873097,-8115.18037707863,21104.0768175953,-0.0495007086905594,-0.384531408183308,""
446,-9727.81778133684,-9272.64534551734,41447.2341866916,-0.234703665328298,-0.223721691627248,""
447,-11984.8824540606,-4085.25466470484,31134.3920465273,-0.38494030768773,-0.13121356789623,""
448,-3109.60547207786,7068.21403171366,27320.0415499061,-0.113821403470324,0.258719007392504,""
449,-9047.35656502536,-3904.66201642669,29484.1971199932,-0.30685443216259,-0.13243236709264,""
450,-7602.65206355471,-10106.3985153653,36038.2476971101,-0.210960647350353,-0.280435347476001,""
451,-17379.1887596716,-5367.42642531927,39115.0943655515,-0.444309007598288,-0.137221359487409,""
452,-2847.74544232065,3819.09239515225,40186.8510974175,-0.0708626171136772,0.0950333825831325,""
453,-1968.78908362242,-2913.21542472212,28678.4549356401,-0.0686504586122494,-0.101582021460358,""
454,-4044.02134781347,-8153.0391453323,37910.8190637181,-0.106671959289947,-0.215058375067793,""
455,-17655.5667005762,-18657.9384912013,38530.1031071143,-0.45822786021344,-0.484243149812808,""
456,-3711.37611489848,-32412.3471694662,41307.5715913309,-0.0898473565964206,-0.784658742230892,""
457,-15760.3556423686,-13846.8842909767,35288.3855241231,-0.446615944829633,-0.392392116706812,""
458,1493.84848225695,270.141025151214,26193.3790629847,0.057031529939869,0.0103133324074619,""
459,-8546.3601577518,-5730.24827228521,42661.8053352422,-0.200328141075919,-0.134317997732542,""
460,-10432.9037134009,-17030.7009031186,35521.5346529707,-0.293706446394439,-0.479447216160586,""
461,15378.0226109602,11200.6482743299,35010.4855304974,0.439240484041973,0.319922677581065,""
462,-13628.9778512249,1804.48735289996,45383.1251198438,-0.300309373037548,0.0397611964388707,""
463,-10409.1750135548,-16431.2246854239,39165.096338637,-0.265776826477151,-0.419537450983218,""
464,-20154.5971910989,-4886.37115449627,32945.8097801188,-0.611749941058096,-0.148315406029114,""
465,-22632.360889538,-11193.7795208995,49984.6820548903,-0.452785932792059,-0.223944197716555,""
466,356.902966208824,-3206.16543661038,34754.7926502509,0.0102691726519694,-0.0922510304945594,""
467,-18973.2650819354,-15762.0551916494,41378.0412898442,-0.458534635533659,-0.380928016414301,""
468,-31677.432906517,-10260.6205010228,44628.1221152139,-0.709808779870619,-0.229913785629016,""
469,-8710.12042312711,-6426.87776317926,37755.1595365659,-0.230700135558727,-0.170225151795606,""
470,-18852.8660321433,11321.1644920849,39057.6224929649,-0.482693641568661,0.289858003879373,""
471,8270.8736766608,-1298.80591603318,38991.4070045044,0.212120421191913,-0.0333100551073507,""
472,-17617.2708797454,-13268.7047379629,33913.2267251298,-0.519480821525337,-0.391254564052755,""
473,-15529.0475559743,-15016.1974201732,36146.699574703,-0.429611769226151,-0.415423748138881,""
474,-12356.2609479522,-4482.55351497999,34795.2638122861,-0.355113299747114,-0.128826542001881,""
475,-10577.5244132284,-1014.04417494047,41258.0262671558,-0.256374949803377,-0.0245781067754983,""
476,-3824.62945362545,6810.4539231939,38843.8923026575,-0.0984615399462373,0.175328823129498,""
477,-15349.3784359248,-16498.9099750306,39212.268015385,-0.391443270506628,-0.420758880066749,""
478,-6231.71312320543,-3431.7799539125,34035.194097069,-0.183096153511935,-0.100830332981942,""
479,-12156.7870130139,-11873.2413895685,39824.2193996876,-0.305261150030456,-0.298141220808501,""
480,25644.1816789,7435.07958188935,24249.4937412828,1.05751410534575,0.30660762081114,""
481,-1343.52798723289,1598.82754058105,32371.3748383081,-0.0415035812950079,0.0493901648776747,""
482,-17407.4466788087,-4599.8254132219,39981.3584302776,-0.435389075365337,-0.115049252797236,""
483,-13739.1400103302,-17790.4666228006,37627.4285673053,-0.365136299063186,-0.472805804174959,""
484,2317.11538675755,1150.0357547003,26207.7168287959,0.0884134776750797,0.0438815697762995,""
485,-3182.6170911599,-1869.04490411946,30667.6972453451,-0.10377750457423,-0.0609450683292876,""
486,-6896.29262161895,625.879535697505,27259.1299405123,-0.252990195823152,0.022960363630951,""
487,-5962.51043486684,2599.92206901152,35786.473557872,-0.166613522990037,0.0726509714573319,""
488,-5955.55958640424,3294.70870887353,39176.4479199051,-0.15201887620287,0.0840992199091006,""
489,-7812.291465363,977.246507876521,29802.9074943341,-0.262131856324696,0.0327903077262615,""
490,-8246.24290874167,-5795.01814155607,41374.7616209282,-0.199306112849495,-0.140061668382515,""
491,-22377.1114937902,-23655.7562633367,39310.3722389027,-0.569241912994281,-0.601768818661205,""
492,2996.58307528772,6778.72822461852,32519.0157777571,0.092148639914784,0.208454286284247,""
493,14475.9541872489,1271.19000981909,38164.3657377646,0.379305509404146,0.0333082965023894,""
494,-303.987784355019,2250.93892507094,36319.3790387806,-0.00836985081794574,0.0619762502730969,""
495,-17717.4214965924,-9017.39460921239,39368.5465205836,-0.450040020840721,-0.229050737356984,""
496,-1325.99927920427,-3480.38238899506,30817.9665478727,-0.0430268258337052,-0.112933550745103,""
497,2640.95779493904,11724.8759790615,48131.4319318169,0.0548697117235205,0.243601229144211,""
498,-7712.2367186669,1666.29118235167,42453.104056532,-0.181664848544338,0.0392501613105317,""
499,-5783.16616547102,706.989662928617,45417.4965489995,-0.127333442063055,0.0155664604315182,""
500,-1369.37591271501,2821.64270726663,27102.8975028728,-0.0505250743972988,0.104108525923014,""
501,-17538.9341186144,-18229.972863945,46717.5155071286,-0.375425232447093,-0.390217088089013,""
502,-12706.8392409287,-9769.62617556613,27800.3620583442,-0.457074595440917,-0.3514208252059,""
503,2675.2616811107,-4089.85982332364,22444.949459531,0.119192145472828,-0.182217377263325,""
504,-7123.16234762898,3925.30510415252,47015.4159671326,-0.151506951520085,0.0834897452975129,""
505,-6332.12695379273,-1480.80538837534,38166.2736333818,-0.165908964931132,-0.0387987939980645,""
506,-5939.42097244212,-8316.60751504995,41162.7440126853,-0.144291181623162,-0.20204210663135,""
507,-11800.4984086521,-3494.00125914231,33113.4741946124,-0.356365458341792,-0.105515997463981,""
508,-13409.5862605124,-10185.504094395,46434.21033153,-0.288786783812429,-0.219353446988175,""
509,-9393.27801754936,5294.2728867306,46095.4665668248,-0.203778781671119,0.114854524339296,""
510,-30518.3128957026,-24347.6346211328,53949.4626614028,-0.565683352348501,-0.451304487941673,""
511,-17994.9448117003,2918.27226142361,30337.890257277,-0.593150830828917,0.0961923270430325,""
512,-4914.32249765056,9764.2818198893,42102.0274213021,-0.11672412942195,0.231919515945898,""
513,-16426.1812871395,-4655.52546854265,37755.5915146534,-0.43506618829596,-0.123306913804695,""
514,-5002.26346776367,-12688.4928673466,50276.8237980836,-0.0994944208857191,-0.252372602499808,""
515,502.369675724769,-15114.9745040201,45126.5187271478,0.0111324713249495,-0.334946610781367,""
516,-2235.67081145148,879.071046631402,32144.3999909395,-0.0695508646010394,0.0273475643309312,""
517,1327.36772007081,-4404.32831891001,41555.2634268333,0.0319422285075372,-0.105987255421079,""
518,-17987.1630379378,-7275.7913553527,37068.0510663334,-0.485247066422504,-0.196282004207145,""
519,-11051.4784835442,910.431128964816,48839.672244106,-0.226280766756741,0.0186412211043183,""
520,-15250.0148524556,-14478.1718418058,42172.4269354263,-0.361611032625799,-0.343308955492993,""
521,-5991.09564676127,-8134.06768659418,31302.4284106826,-0.191393957304498,-0.259854206193736,""
522,-1027.30407008578,6523.19014556995,29916.7242000731,-0.0343387886727005,0.218044933728206,""
523,1808.21438101018,74.7023531348211,29367.861666334,0.0615711964852733,0.00254367696169233,""
524,3638.48784146854,-7194.18037730519,42683.8569910704,0.0852427146457201,-0.168545695830867,""
525,-7000.44737358429,-11480.9012464661,38050.6656527213,-0.183977001545139,-0.301726685973101,""
526,-10962.2094824489,-7529.65182961576,36016.4233261986,-0.304366965680206,-0.209061620622907,""
527,-14682.9766029713,-5258.62114625136,26042.594764908,-0.563806208080172,-0.20192385565732,""
528,-1615.8028215977,-9228.46294025722,33266.8635970884,-0.048570939574211,-0.277407063437893,""
529,6191.32680864046,-809.879787623379,32488.0604701832,0.190572373944044,-0.0249285360807139,""
530,17078.499072866,8232.77411242749,23751.8462315465,0.719038802557706,0.346616175945639,""
531,-12111.8514514919,-17130.5188212597,39793.0701908593,-0.304370871445704,-0.430490000874442,""
532,-11999.9642023849,-8669.28856111693,35509.0104766258,-0.337941385617715,-0.244143344034428,""
533,-15271.4893227075,-4837.29985812405,42077.6988667434,-0.362935467813272,-0.114961131155089,""
534,-20738.1346162571,-6858.45155039126,31213.8391937549,-0.664389102779971,-0.219724703129869,""
535,-16701.7858051683,-3036.62834488175,38570.3193447841,-0.433021714336075,-0.0787296656202663,""
536,-15034.1057833608,1561.85595711452,40327.8131409465,-0.372797447032803,0.0387290020328105,""
537,-8958.07630618575,-1414.56528548637,26062.3476083232,-0.343717167801297,-0.0542762036154649,""
538,-12584.6143806084,-8262.28987402224,45695.7178756886,-0.275400299320033,-0.180811031276478,""
539,13830.5774830027,10496.3118137039,38319.7068559902,0.36092597302426,0.27391419911301,""
540,-13277.9052355207,-10505.7354335083,47460.5184224025,-0.279767387227976,-0.221357367823216,""
541,-17900.111425328,-9933.26178185766,47513.2147873836,-0.376739639812398,-0.209063138040815,""
542,5081.45871979373,-3910.93283367108,38790.8460538657,0.13099633642271,-0.100821024327242,""
543,-9448.16448693626,-1010.5787252434,31575.1344320515,-0.299228005102191,-0.0320055240752221,""
544,-15334.9993167188,-9426.56036857348,41984.2209764886,-0.365256254851234,-0.224526266042959,""
545,-39176.9900093119,-5469.2345889253,47825.908341221,-0.819158304946305,-0.114357150310753,""
546,19597.8534391909,-1717.80207587031,22957.1137243027,0.853672359450149,-0.0748265699468926,""
547,-31147.6769006012,-6447.46172452355,43952.6817973659,-0.708663854556149,-0.146690974494984,""
548,-1081.23187509118,-15472.8166060153,31814.1735673277,-0.033985854537538,-0.486349789136296,""
549,-3678.57617920634,-12731.4365363484,28337.3832456622,-0.129813545143391,-0.449280599622667,""
550,880.452522755407,-3355.17454496411,30525.8381859865,0.028842861492976,-0.109912609918255,""
551,-10745.828733864,-2358.22665259032,25715.0431468126,-0.417881030668071,-0.0917061129987885,""
552,-6737.91538140117,4033.07095429996,37129.8593337304,-0.18146891753183,0.108620690373479,""
553,-17881.5113562371,162.679963121657,37950.8974589987,-0.471174927432372,0.00428659067410495,""
554,-15881.6045776755,-5623.3097609018,41267.8367904695,-0.384842187350687,-0.136263739469873,""
555,-11431.2609521471,-6211.50485827019,24205.8293312467,-0.472252398201898,-0.256611941415778,""
556,-2182.79795372654,2349.27259846235,31496.8161952967,-0.0693021777246328,0.0745876212978364,""
557,-15176.8426324645,-8071.19059556437,30234.1106866222,-0.501977478013925,-0.266956441326242,""
558,-8908.26660509839,-434.842286413431,39692.2485837904,-0.224433407603326,-0.0109553452356189,""
559,-27783.9880972542,-31036.125535007,50560.0936765395,-0.549524062890459,-0.613846282278708,""
560,-3868.93046184765,8283.22005903249,34401.0427050863,-0.112465499811016,0.240783982335739,""
561,-26183.6458015635,12110.3262552514,39428.5530895933,-0.664078282103493,0.307146098608618,""
562,-4164.15890219713,-3832.64381142417,36679.0428709974,-0.113529650074097,-0.104491380129624,""
563,-8016.08619040751,10565.5130456263,33309.8504026833,-0.240652122225135,0.317188847079755,""
564,-6834.88850153049,-1798.70757179445,36828.3716121748,-0.185587583765745,-0.0488402688757445,""
565,-18235.0083677643,5754.91023590319,51761.6253961839,-0.352288171559402,0.111181018599301,""
566,-17356.5003750986,-2857.99974675786,46491.209617007,-0.373328646814761,-0.0614739812171369,""
567,-13286.917358024,-986.167336361638,43681.5110334057,-0.304177145975164,-0.0225763100458558,""
568,-4459.88052745124,4781.89211921442,26465.0301821829,-0.168519759726319,0.180687196889492,""
569,-2447.29079442059,-7411.15083704905,35123.2786167824,-0.0696771739655089,-0.211003958881785,""
570,343.677547986723,8771.21680504254,34993.2157927684,0.00982126221328152,0.250654779971813,""
571,-9535.93341237694,-6757.19007540807,31623.5359326971,-0.301545451232014,-0.213675981388959,""
572,-1563.80506691062,2244.41323900751,38981.6192619226,-0.040116472750996,0.0575761931264838,""
573,32163.7923702905,6562.07146950389,35643.9938517496,0.902362190501606,0.184100342312841,""
574,-13657.2550956861,-5434.86830165786,36712.7118574193,-0.372003439809257,-0.148037778379467,""
575,-6946.1470456077,-10457.792421264,40614.7334587809,-0.171025301757974,-0.257487653633808,""
576,24213.9183062554,-7365.78617895181,31165.2466588003,0.776952564224866,-0.236346153765219,""
577,-12889.7916442509,-7530.93442157316,31222.1199896344,-0.412841653562609,-0.241205095108,""
578,-8607.17201073296,3098.51708474359,35811.5925455184,-0.240345971762993,0.0865227392723519,""
579,-11595.1540699583,1304.26073803785,44118.5315630888,-0.262818223072031,0.0295626507009369,""
580,2093.96434929001,6318.16956580946,38004.0511240014,0.0550984510166489,0.166249896496409,""
581,-10851.7247978249,-3863.31308108867,35611.996611165,-0.304721044324222,-0.108483473231531,""
582,-2486.88260928667,-3012.84670037691,39426.3918293204,-0.0630765965105951,-0.0764170029410687,""
583,-15538.2988866592,-11188.8488329539,33931.6921231541,-0.457928795011561,-0.329746267658693,""
584,-14939.8191903526,-4837.60720919521,25462.6794200495,-0.586733978144848,-0.18998814419295,""
585,13301.1608643057,11005.3171716148,39294.0285141801,0.338503364690788,0.28007607231321,""
586,-1004.76048619277,-1898.82617005608,31194.5685112868,-0.0322094689602529,-0.0608704098397465,""
587,-9094.74058662446,-5818.94589912906,30347.6048437366,-0.299685613855009,-0.191743168170651,""
588,-16958.3972914526,5921.99875855495,57632.8348654905,-0.294248883141562,0.102753903610265,""
589,-21780.4257814508,-6620.81212266249,36011.5196799807,-0.604818290785957,-0.183852616648752,""
590,-20503.9632690808,-26036.6982584862,46371.0144652387,-0.44217197974936,-0.561486492343277,""
