"model","term","estimate","se","p","lower","upper","n","clusters","rank","omitted_village"
"T3_3","domlow",415.824465175889,163.548867931726,0.0127547578642745,90.8054575305579,740.843472821221,1280,89,14,93
"T3_3","domlow",413.078062987064,164.128244711696,0.0136547484118014,86.9076657389807,739.248460235146,1280,89,14,94
"T3_3","domlow",405.635490878645,165.295082831356,0.0160972389928494,77.1462480614635,734.124733695827,1280,89,14,95
"T3_3","domlow",413.451009227165,165.017845506377,0.0140683732972555,85.5127173360669,741.389301118264,1280,89,14,97
"T3_3","domlow",399.451434831465,164.494455632461,0.0172025739306902,72.5532703321535,726.349599330776,1283,89,14,98
"T3_3","domlow",391.442128516485,161.3448751492,0.0173021297921647,70.8030933900305,712.08116364294,1285,89,14,99
"T3_3","domlow",402.512507665175,165.277705357613,0.0168938368375796,74.057798925438,730.967216404911,1281,89,14,100
"T3_3","domlow",380.81555067619,161.42655001968,0.0205344582109036,60.0142039074176,701.616897444962,1289,89,14,101
"T3_3","domlow",386.206399812391,164.509492110745,0.0211364757657515,59.278353472184,713.134446152598,1284,89,14,102
"T3_3","domlow",371.781873721457,162.167792424277,0.0242572556975161,49.5074634346464,694.056284008267,1270,89,14,103
"T3_3","domlow",384.544757880829,162.114487068692,0.0198692204290717,62.3762807869135,706.713234974745,1271,89,14,104
"T3_3","domlow",419.88668151483,167.568946549774,0.0140586629285436,86.8786123760271,752.894750653632,1263,89,14,105
"T3_3","domlow",383.782151951136,162.275702087081,0.020228078228417,61.2932938851176,706.271010017155,1272,89,14,106
"T3_3","domlow",354.657214183261,159.525464697057,0.0287639245244161,37.6338750083171,671.680553358204,1269,89,14,107
"T3_3","domlow",382.152576928132,162.17310883316,0.0206707341796926,59.8676013958321,704.437552460432,1273,89,14,108
"T3_3","domlow",412.033353861557,168.481415972241,0.016453584376679,77.2119434875182,746.854764235597,1268,89,14,109
"T3_3","domlow",374.527470866974,162.101705096921,0.023202181820456,52.3843952560124,696.670546477936,1269,89,14,111
"T3_3","domlow",364.935986503532,161.198767096668,0.02603932552464,44.5873104290431,685.284662578022,1274,89,14,112
"T3_3","domlow",335.024698938279,160.070293952362,0.0392290674524165,16.9186261062032,653.130771770355,1267,89,14,113
"T3_3","domlow",432.289879020029,165.197324617432,0.0104460607721437,103.994910110582,760.584847929476,1268,89,14,114
"T3_3","domlow",391.930141427843,161.168949242424,0.0170505585532095,71.6407220728854,712.219560782801,1268,89,14,119
"T3_3","domlow",404.770055407729,160.444195058308,0.0134394449159782,85.9209326973573,723.6191781181,1273,89,14,120
"T3_3","domlow",386.99807913831,163.349830857975,0.0200170369211811,62.3746158523705,711.621542424248,1287,89,14,122
"T3_3","domlow",382.585297893627,163.181789844404,0.021301716904175,58.2957808108337,706.874814976421,1280,89,14,123
"T3_3","domlow",383.473561832685,162.022868298534,0.0201367087304462,61.4871577921326,705.459965873238,1281,89,14,134
"T3_4","domlow",505.084713063507,199.008420651602,0.01314115292276,108.889382140422,901.280043986592,1120,79,10,2
"T3_4","domlow",504.417947423566,198.921240191573,0.0132188943110164,108.396179463787,900.439715383345,1125,79,10,3
"T3_4","domlow",495.54952218851,198.922327505425,0.0148557047653007,99.5255895531344,891.573454823885,1118,79,10,5
"T3_4","domlow",509.063372703436,199.700097729201,0.0127607959593441,111.491018497847,906.635726909024,1118,79,10,6
"T3_4","domlow",503.034768074701,200.734850649504,0.0142935265303551,103.402379050785,902.667157098618,1112,79,10,8
"T3_4","domlow",506.689948626796,199.547591298345,0.0131001245794045,109.421211402052,903.95868585154,1120,79,10,9
"T3_4","domlow",517.545574174967,202.458081104744,0.012521096596938,114.482496850347,920.608651499587,1113,79,10,10
"T3_4","domlow",504.215436083038,201.087224898382,0.0142383530254998,103.881523818616,904.549348347459,1120,79,10,11
"T3_4","domlow",496.892115478313,199.223038168181,0.0147409429000966,100.26951390143,893.514717055196,1117,79,10,12
"T3_4","domlow",501.383341676316,201.002047277413,0.0147306112282746,101.219005028929,901.547678323703,1120,79,10,15
"T3_4","domlow",512.491472898012,203.802147513104,0.0139724782272838,106.752564904021,918.230380892004,1115,79,10,17
"T3_4","domlow",506.619676847053,198.563887687813,0.0126841441442805,111.309343071917,901.930010622189,1115,79,10,18
"T3_4","domlow",512.753662007452,198.04374064098,0.0114761508158205,118.478861455853,907.028462559051,1118,79,10,20
"T3_4","domlow",499.558781172082,200.597797723457,0.0148874611815273,100.199243564256,898.918318779907,1112,79,10,23
"T3_4","domlow",494.980795729367,199.157498408454,0.0150813460633548,98.4886737910265,891.472917667707,1114,79,10,25
"T3_4","domlow",504.877514778537,203.060021248636,0.0150432781595288,100.616066682851,909.138962874222,1113,79,10,26
"T3_4","domlow",503.022204233219,200.244550443753,0.0140683568800937,104.365927936759,901.67848052968,1116,79,10,27
"T3_4","domlow",532.683614396894,201.248765751281,0.00982426824992304,132.028098998985,933.339129794802,1116,79,10,29
"T3_4","domlow",502.256399860039,202.22609007126,0.0151494962860704,99.6551812044214,904.857618515657,1116,79,10,30
"T3_4","domlow",506.229229896059,199.120696635472,0.0129924688535763,109.810374659587,902.64808513253,1123,79,10,33
"T3_4","domlow",524.315634568126,199.056903430858,0.0101728103055744,128.023781846071,920.60748729018,1112,79,10,37
"T3_4","domlow",547.592014046723,197.949090932917,0.00707523106997608,153.505646588986,941.678381504461,1116,79,10,39
"T3_4","domlow",508.694628601256,199.171638629452,0.012596145207496,112.174355645391,905.214901557121,1113,79,10,41
"T3_4","domlow",512.778196126675,199.957270361593,0.0122542723010501,114.693850539711,910.862541713639,1117,79,10,42
"T3_4","domlow",509.590847708701,203.014205273702,0.0141390233542973,105.420612212416,913.761083204986,1112,79,10,45
"T3_4","domlow",519.363742884428,205.723082474327,0.0136135779730908,109.800547153508,928.926938615348,1106,79,10,46
"T3_4","domlow",505.400493386684,202.489581707255,0.0146726183238468,102.27470317989,908.526283593478,1097,79,10,48
"T3_4","domlow",516.744554529797,206.108403732821,0.0142494095844931,106.414243100853,927.074865958741,1103,79,10,49
"T3_4","domlow",503.810018976672,200.312005133799,0.0139551292476158,105.019450708256,902.600587245087,1107,79,10,51
"T3_4","domlow",544.078073466272,204.035524810167,0.00931276538156735,137.874546964497,950.281599968048,1097,79,10,52
"T3_4","domlow",501.053462589015,199.57080529304,0.0141193993133872,103.738509850978,898.368415327052,1115,79,10,55
"T3_4","domlow",514.756889290898,199.807163530868,0.0118751537720542,116.971383447891,912.542395133904,1111,79,10,56
"T3_4","domlow",509.134255718865,204.142013873069,0.0147459313977038,102.71872577835,915.54978565938,1115,79,10,58
"T3_4","domlow",461.934100995817,197.083036981091,0.0216326025023577,69.5719145095064,854.296287482127,1113,79,10,59
"T3_4","domlow",483.712510740877,204.795292660127,0.0206745410246016,75.9964026420308,891.428618839723,1112,79,10,60
"T3_4","domlow",491.647155406396,204.619024814504,0.0186488946891664,84.2819696313351,899.012341181458,1113,79,10,61
"T3_4","domlow",506.149051426897,196.762701635398,0.0119984867136224,114.424603624596,897.873499229197,1118,79,10,62
"T3_4","domlow",450.55604727964,194.208926206258,0.0229596678992611,63.9157758048445,837.196318754435,1113,79,10,68
"T3_4","domlow",476.806976646382,199.9273940134,0.0195116862169491,78.7821102996443,874.83184299312,1115,79,10,69
"T3_4","domlow",410.284384874316,171.732133797066,0.0193057399553461,68.3919696836494,752.176800064983,1113,79,10,70
"T3_4","domlow",518.673998421362,196.999483168996,0.0102038575499383,126.478154796949,910.869842045775,1124,79,10,71
"T3_4","domlow",556.866832431082,192.215987888828,0.00488630790692567,174.194196363865,939.539468498298,1114,79,10,72
"T3_4","domlow",511.989654838081,199.296074317126,0.012107135503119,115.221649458153,908.757660218009,1115,79,10,73
"T3_4","domlow",519.545665794351,202.614451861179,0.0122617679716898,116.171278207634,922.920053381067,1115,79,10,74
"T3_4","domlow",487.659968763237,196.932760112878,0.0154416277088479,95.5969605395183,879.722976986956,1118,79,10,77
"T3_4","domlow",495.48131246388,197.897931426096,0.0143775705204109,101.496795760339,889.465829167421,1123,79,10,78
"T3_4","domlow",490.536590907536,197.321984499781,0.0150579820247108,97.6986964540401,883.374485361031,1115,79,10,80
"T3_4","domlow",482.90500634208,197.938034609486,0.0169703414474715,88.8406503334369,876.969362350723,1112,79,10,82
"T3_4","domlow",518.481783580444,205.088149206628,0.0134884583094742,110.182642884415,926.780924276473,1112,79,10,83
"T3_4","domlow",467.248421441532,195.523318388773,0.0192746106869432,77.9913961429093,856.505446740155,1112,79,10,84
"T3_4","domlow",527.280670932033,202.371371801539,0.0109830851653037,124.390218569538,930.171123294527,1114,79,10,85
"T3_4","domlow",508.065437583335,205.281154258662,0.0154938554910269,99.3820533451977,916.748821821472,1113,79,10,86
"T3_4","domlow",502.987773590408,198.429918150116,0.013251255510189,107.944152676706,898.03139450411,1126,79,10,87
"T3_4","domlow",491.082631141521,197.741635234621,0.0151566619703939,97.4092762526461,884.755986030397,1117,79,10,88
"T3_4","domlow",530.115336976943,201.649843703695,0.0103139876253528,128.661336713106,931.56933724078,1114,79,10,89
"T3_4","domlow",487.266868480478,200.063209864581,0.0171503419242988,88.9716135445177,885.562123416438,1116,79,10,91
"T3_4","domlow",506.740017754348,198.483337800186,0.0126292000118373,111.590046486888,901.889989021808,1120,79,10,92
"T3_4","domlow",536.947850098546,201.606876839037,0.00939532163493557,135.579390291271,938.316309905822,1112,79,10,93
"T3_4","domlow",536.629807187524,202.415387449147,0.00971203097010743,133.651726402007,939.607887973042,1112,79,10,94
"T3_4","domlow",522.650822309519,203.628593267412,0.0121813993284654,117.257434276843,928.044210342195,1112,79,10,95
"T3_4","domlow",534.260318155872,205.586690508879,0.0111849243834221,124.968657969575,943.551978342169,1112,79,10,97
"T3_4","domlow",516.805187409323,202.435461758398,0.0126332996515789,113.787141744075,919.823233074571,1115,79,10,98
"T3_4","domlow",502.663750535114,198.459431161228,0.0133215223989729,107.561373729747,897.766127340481,1117,79,10,99
"T3_4","domlow",532.251124986637,201.119382846742,0.00983618553349814,131.853191164984,932.64905880829,1113,79,10,100
"T3_4","domlow",464.607812206309,192.716741412408,0.0182691161118368,80.9382524544757,848.277371958141,1121,79,10,101
"T3_4","domlow",516.45985906483,202.147929816826,0.0125691980871891,114.01424552265,918.90547260701,1116,79,10,102
"T3_4","domlow",523.233727622276,198.946144825279,0.0102824235630929,127.162378345482,919.305076899069,1102,79,10,103
"T3_4","domlow",498.252645379112,198.035305322949,0.0139240074706328,103.994638255692,892.510652502533,1103,79,10,104
"T3_4","domlow",576.763124095318,203.972070384505,0.00595585113413059,170.685925650874,982.840322539761,1095,79,10,105
"T3_4","domlow",498.327060367425,197.664103238226,0.0137390653111357,104.808059826311,891.846060908539,1104,79,10,106
"T3_4","domlow",457.862774862066,195.959660281626,0.0220327217153419,67.7370595850555,847.988490139076,1101,79,10,107
"T3_4","domlow",491.143936300209,197.034599258356,0.0147975216761036,98.8781819122249,883.409690688194,1105,79,10,108
"T3_4","domlow",546.221659582495,204.311639617749,0.00913966010530952,139.468430725389,952.9748884396,1100,79,10,109
"T3_4","domlow",461.671273396872,195.711025165324,0.0208302657511777,72.040552612355,851.301994181389,1106,79,10,112
"T3_4","domlow",469.214625841358,202.027856156187,0.022813642849696,67.0080605945037,871.421191088212,1099,79,10,113
"T3_4","domlow",493.31321180349,199.845667018552,0.0157568952911179,95.4510514048893,891.175372202091,1100,79,10,119
"T3_4","domlow",518.966536645538,199.32675046451,0.0110395393860847,122.137459747509,915.795613543568,1105,79,10,120
"T3_4","domlow",502.750199327349,200.512396167313,0.0142427862439796,103.560683157245,901.939715497452,1119,79,10,122
"T3_4","domlow",493.225034625759,200.317980755135,0.0160139086550536,94.422569809123,892.027499442396,1112,79,10,123
"T3_4","domlow",508.228960763531,199.746876940782,0.0129226834093263,110.563476301685,905.894445225377,1113,79,10,134
"T3_5","domlow",672.765200020009,256.706104841408,0.0103346005541066,162.615759628392,1182.91464041163,1288,89,16,2
"T3_5","domlow",668.462532059243,255.436070253051,0.0104421692980401,160.837018533052,1176.08804558544,1293,89,16,3
"T3_5","domlow",665.603563420727,258.499497843997,0.0116978258487119,151.890131291406,1179.31699555005,1286,89,16,5
"T3_5","domlow",679.885954769678,258.28025303786,0.0100136477922087,166.608225621508,1193.16368391785,1286,89,16,6
"T3_5","domlow",660.431817748895,255.955185787032,0.0115296965488701,151.774671183348,1169.08896431444,1280,89,16,8
"T3_5","domlow",681.836099920405,258.099786409902,0.00976025151818578,168.917010272916,1194.75518956789,1288,89,16,9
"T3_5","domlow",667.077876186864,256.102341938673,0.0107935331656332,158.128287692612,1176.02746468112,1281,89,16,10
"T3_5","domlow",663.849013987169,253.882939450208,0.0105036142133751,159.310021564225,1168.38800641011,1288,89,16,11
"T3_5","domlow",668.554766770539,255.569058864316,0.0104705652161054,160.664966325043,1176.44456721604,1285,89,16,12
"T3_5","domlow",664.683705972153,254.534234871889,0.0106012025211923,158.850400758692,1170.51701118561,1288,89,16,15
"T3_5","domlow",716.03594179769,268.828645617834,0.00919494081336193,181.795498985078,1250.2763846103,1283,89,16,17
"T3_5","domlow",660.44608802965,253.968359140905,0.0109175697423466,155.737341921128,1165.15483413817,1283,89,16,18
"T3_5","domlow",671.66789804384,255.718465526357,0.0101720827245095,163.481183253132,1179.85461283455,1286,89,16,20
"T3_5","domlow",666.659573023938,255.937382592736,0.0107922359408873,158.037806565977,1175.2813394819,1290,89,16,22
"T3_5","domlow",679.31428600099,265.945028633796,0.0123587793751108,150.804425994811,1207.82414600717,1280,89,16,23
"T3_5","domlow",664.03066615494,254.358183175068,0.0106230542034666,158.547226694257,1169.51410561562,1288,89,16,24
"T3_5","domlow",659.584668946459,254.468609468494,0.0111708672111078,153.88178043204,1165.28755746088,1282,89,16,25
"T3_5","domlow",649.910340723887,250.791115906509,0.0111879607063786,151.515697893182,1148.30498355459,1281,89,16,26
"T3_5","domlow",661.18692554675,253.458823206618,0.0106794944402177,157.490775036203,1164.8830760573,1284,89,16,27
"T3_5","domlow",674.338478173665,252.467245443279,0.00900846858801649,172.612880102393,1176.06407624494,1284,89,16,29
"T3_5","domlow",664.582316897338,259.2045881769,0.0120460416117699,149.467665895648,1179.69696789903,1284,89,16,30
"T3_5","domlow",668.727942301928,255.445176693729,0.0104154019396546,161.084331638474,1176.37155296538,1291,89,16,33
"T3_5","domlow",672.864796166654,254.13460876236,0.00960368121280095,167.825663870381,1177.90392846293,1280,89,16,37
"T3_5","domlow",704.326014212279,251.841954167129,0.00633979414070452,203.843051156668,1204.80897726789,1284,89,16,39
"T3_5","domlow",667.204095457568,253.332701337291,0.00997689313238186,163.758585659668,1170.64960525547,1281,89,16,41
"T3_5","domlow",672.652394451297,255.6118623904,0.0100360201121644,164.677530992236,1180.62725791036,1285,89,16,42
"T3_5","domlow",665.157947234175,254.39147619432,0.0105059414949089,159.608344893763,1170.70754957459,1280,89,16,45
"T3_5","domlow",675.298335460373,264.259631176765,0.0123227283595067,150.137848738765,1200.45882218198,1274,89,16,46
"T3_5","domlow",679.259192624707,257.451621719554,0.00985014299093758,167.628194097088,1190.89019115232,1265,89,16,47
"T3_5","domlow",669.328251167885,256.70249064339,0.0107156313179567,159.185993235359,1179.47050910041,1265,89,16,48
"T3_5","domlow",711.038299353845,265.871438179698,0.00892516976543562,182.674684911245,1239.40191379645,1271,89,16,49
"T3_5","domlow",676.81241163335,261.841436732907,0.0113893309204752,156.457578221211,1197.16724504549,1275,89,16,51
"T3_5","domlow",694.523323586293,258.104281642213,0.00852804351326529,181.595300609194,1207.45134656339,1265,89,16,52
"T3_5","domlow",675.125753294087,250.633217899493,0.00846184860350812,177.044899572403,1173.20660701577,1265,89,16,54
"T3_5","domlow",655.968784712863,251.232234839688,0.0106117462020525,156.697510697067,1155.24005872866,1283,89,16,55
"T3_5","domlow",673.113744441992,254.85701842989,0.00977655480212423,166.638974735181,1179.5885141488,1279,89,16,56
"T3_5","domlow",667.905256063482,254.962786680909,0.0103666994464677,161.2202941834,1174.59021794356,1283,89,16,58
"T3_5","domlow",662.011523037566,253.932776455862,0.0107264827589101,157.373490038392,1166.64955603674,1281,89,16,59
"T3_5","domlow",659.464817972875,258.101305966202,0.0123350138611532,146.542708526554,1172.3869274192,1280,89,16,60
"T3_5","domlow",670.259493644429,255.117817239828,0.0101537390110678,163.266441105867,1177.25254618299,1281,89,16,61
"T3_5","domlow",673.143520690697,262.459977814845,0.0120197048387797,151.559466855443,1194.72757452595,1286,89,16,62
"T3_5","domlow",656.954003385007,253.735295120502,0.0112578121950379,152.708423042088,1161.19958372793,1285,89,16,65
"T3_5","domlow",591.938394402125,265.389492827556,0.0282608606916564,64.5325450732378,1119.34424373101,1281,89,16,68
"T3_5","domlow",638.487569034991,262.120531908703,0.0168727129586264,117.57809260867,1159.39704546131,1283,89,16,69
"T3_5","domlow",480.0007685631,197.149271208517,0.0169228368655824,88.208020031564,871.793517094637,1281,89,16,70
"T3_5","domlow",674.189365851468,254.746423236116,0.00963417544225028,167.934380852343,1180.44435085059,1292,89,16,71
"T3_5","domlow",702.80606639341,251.156218546643,0.00631135224219365,203.685858786345,1201.92627400047,1282,89,16,72
"T3_5","domlow",664.197037087066,252.690314704996,0.010119329247119,162.028135732829,1166.3659384413,1283,89,16,73
"T3_5","domlow",678.817280950701,257.293056004305,0.00985260366333105,167.501398461908,1190.1331634395,1283,89,16,74
"T3_5","domlow",682.921801252504,258.19511289644,0.00967450803126989,169.813270244468,1196.03033226054,1285,89,16,75
"T3_5","domlow",651.154136339395,254.566036409316,0.0122418986640715,145.257632252918,1157.05064042587,1286,89,16,77
"T3_5","domlow",658.625267611419,253.829294770246,0.01108835594146,154.192882717266,1163.05765250557,1291,89,16,78
"T3_5","domlow",669.120661554647,253.769599583865,0.0098951329036416,164.806908299368,1173.43441480993,1284,89,16,79
"T3_5","domlow",650.645471197628,252.59857832907,0.0116685201131891,148.658876613505,1152.63206578175,1283,89,16,80
"T3_5","domlow",663.232517719629,262.758014315893,0.0133929059510392,141.056178966492,1185.40885647277,1283,89,16,81
"T3_5","domlow",633.061830991543,246.644105474768,0.0119569690930157,142.908499961185,1123.2151620219,1280,89,16,82
"T3_5","domlow",702.986607629696,265.005219001319,0.00947168828000407,176.344421781012,1229.62879347838,1280,89,16,83
"T3_5","domlow",576.841727865102,255.775730528999,0.0265971302142297,68.5412109150335,1085.14224481517,1280,89,16,84
"T3_5","domlow",708.575517967981,260.720324661253,0.00791478743059749,190.448659213181,1226.70237672278,1282,89,16,85
"T3_5","domlow",679.990176745062,267.47221558892,0.0127624165573577,148.445353581265,1211.53499990886,1281,89,16,86
"T3_5","domlow",667.05787499612,255.025195199135,0.0104788301375791,160.248889300288,1173.86686069195,1294,89,16,87
"T3_5","domlow",663.087145656802,253.020089113221,0.0103365856275499,160.262886963419,1165.91140435018,1285,89,16,88
"T3_5","domlow",701.640695669269,261.482353195844,0.00870763291415205,181.999465330964,1221.28192600757,1282,89,16,89
"T3_5","domlow",640.40046789213,261.231963567649,0.0162040130581722,121.256834324196,1159.54410146006,1284,89,16,91
"T3_5","domlow",679.691159379489,257.914420169131,0.0099326862476071,167.140446183567,1192.24187257541,1288,89,16,92
"T3_5","domlow",697.046162296863,259.292001886625,0.00858946418961488,181.75779491579,1212.33452967794,1280,89,16,93
"T3_5","domlow",693.393458428966,257.307488112699,0.00843555452638157,182.048895157432,1204.7380217005,1280,89,16,94
"T3_5","domlow",682.989363755294,260.224406405296,0.0102268533898421,165.848038324342,1200.13068918625,1280,89,16,95
"T3_5","domlow",729.637397703876,259.993765065849,0.00616804243143909,212.954423469218,1246.32037193853,1280,89,16,97
"T3_5","domlow",674.907470436529,258.035952663248,0.0104816404395694,162.115236946801,1187.69970392626,1283,89,16,98
"T3_5","domlow",676.87147110249,255.818614573388,0.00965019624692919,168.485731125644,1185.25721107934,1285,89,16,99
"T3_5","domlow",718.334673036321,264.402819873808,0.00793556055800856,192.889628868321,1243.77971720432,1281,89,16,100
"T3_5","domlow",663.349371089138,255.356085001763,0.0109993510826833,155.882811442167,1170.81593073611,1289,89,16,101
"T3_5","domlow",671.950279189828,259.051377768238,0.0111143711782805,157.14010168046,1186.7604566992,1284,89,16,102
"T3_5","domlow",683.223026488587,259.737648892608,0.0100662182636923,167.04902932923,1199.39702364794,1270,89,16,103
"T3_5","domlow",677.02762562479,254.497219729152,0.00927822737929726,171.267880229335,1182.78737102025,1271,89,16,104
"T3_5","domlow",711.201790578649,259.968769762255,0.00752798473413474,194.568489257493,1227.83509189981,1263,89,16,105
"T3_5","domlow",669.836280773912,253.464384201587,0.00973443604200421,166.129078954424,1173.5434825934,1272,89,16,106
"T3_5","domlow",656.693067611415,254.039977536065,0.0113837814064097,151.841994992055,1161.54414023078,1269,89,16,107
"T3_5","domlow",672.675164662669,255.003118530726,0.00986321099622959,165.910051706216,1179.44027761912,1273,89,16,108
"T3_5","domlow",722.61558785878,269.467228444338,0.00874794716292961,187.106095867201,1258.12507985036,1268,89,16,109
"T3_5","domlow",666.30402043382,267.913686059255,0.0147686991902895,133.881867478703,1198.72617338894,1269,89,16,111
"T3_5","domlow",622.249093886971,240.222848228354,0.0112224354960548,144.856662301887,1099.64152547206,1274,89,16,112
"T3_5","domlow",592.670353767707,245.736013683168,0.017950800873186,104.321664351133,1081.01904318428,1267,89,16,113
"T3_5","domlow",693.532601702614,259.931950108497,0.00907967219372151,176.972471706198,1210.09273169903,1268,89,16,114
"T3_5","domlow",651.424906773751,254.955027219602,0.0123351397119929,144.755365192482,1158.09444835502,1268,89,16,119
"T3_5","domlow",675.89207459266,256.15968365491,0.00984578676100226,166.828531486897,1184.95561769842,1273,89,16,120
"T3_5","domlow",664.294098809271,254.383745214753,0.0106008211288556,158.759860166197,1169.82833745235,1287,89,16,122
"T3_5","domlow",661.32818008114,256.432871792326,0.0115703914149973,151.721732958699,1170.93462720358,1280,89,16,123
"T3_5","domlow",671.746895294783,255.779660967978,0.0101809293145948,163.438567423168,1180.0552231664,1281,89,16,134
"T3_6","domlow",376.81148457376,170.516298989916,0.0301277776150176,37.1988423775647,716.424126769956,1115,77,19,2
"T3_6","domlow",371.175193869497,167.851603624051,0.0300192758369562,36.8697524465417,705.480635292453,1120,77,19,3
"T3_6","domlow",353.12655556418,167.250263786367,0.0380283470340541,20.018786225028,686.234324903333,1113,77,19,5
"T3_6","domlow",372.632961452836,167.745052707521,0.0292991932113889,38.5397345718657,706.726188333806,1113,77,19,6
"T3_6","domlow",353.731007498983,172.046138777328,0.0432141640547968,11.0714253010538,696.390589696912,1107,77,19,8
"T3_6","domlow",372.827390369168,169.676816949188,0.0310472661126702,34.8867215597785,710.768059178558,1115,77,19,9
"T3_6","domlow",376.618598408653,168.303896087969,0.0281681304342839,41.4123384737638,711.824858343542,1108,77,19,10
"T3_6","domlow",363.7334430333,167.650531451924,0.0331634833655279,29.8284715481308,697.638414518469,1115,77,19,11
"T3_6","domlow",362.628914007562,168.985150116043,0.0350715672759376,26.0658190847477,699.192008930376,1112,77,19,12
"T3_6","domlow",367.54434121281,171.157692672238,0.0349495227684339,26.6542527875341,708.434429638086,1115,77,19,15
"T3_6","domlow",376.684685008582,169.249087993151,0.0290041896317249,39.5959122452839,713.773457771881,1110,77,19,17
"T3_6","domlow",380.453883458105,169.382962257325,0.0276014147640712,43.0984769897149,717.809289926495,1110,77,19,18
"T3_6","domlow",398.841179680886,169.269730355739,0.0210391617957996,61.7112940894223,735.97106527235,1113,77,19,20
"T3_6","domlow",363.779673156767,168.097803657453,0.0335983803680399,28.9838818707919,698.575464442743,1107,77,19,23
"T3_6","domlow",367.569483840229,169.203710429356,0.0329473515330073,30.5710883278333,704.567879352625,1115,77,19,24
"T3_6","domlow",367.705362377424,168.273002716269,0.0319577588752244,32.5606319247682,702.85009283008,1109,77,19,25
"T3_6","domlow",361.108770483438,172.424347205515,0.0395665247986704,17.6959209183535,704.521620048523,1108,77,19,26
"T3_6","domlow",419.216671534034,166.269660005707,0.0137862532677941,88.0619438857372,750.371399182331,1111,77,19,29
"T3_6","domlow",361.21203268985,169.159962426936,0.0359559980969347,24.3007688756014,698.123296504098,1111,77,19,30
"T3_6","domlow",372.656603372755,168.353027108228,0.0298600934256191,37.3524905305317,707.960716214978,1118,77,19,33
"T3_6","domlow",395.779245499165,168.933821569778,0.0217578107639643,59.3183802360388,732.24011076229,1107,77,19,37
"T3_6","domlow",401.756533498305,164.962133843322,0.0172170824556103,73.2059698940232,730.307097102586,1111,77,19,39
"T3_6","domlow",377.327917557145,171.216779247685,0.0305662479553216,36.3201480179539,718.335687096337,1107,77,19,45
"T3_6","domlow",382.23387183667,172.942559130927,0.0301023733256019,37.7889137737505,726.678829899589,1092,77,19,47
"T3_6","domlow",374.09007735831,169.321409004117,0.0301623521017701,36.8572648183683,711.322889898251,1102,77,19,51
"T3_6","domlow",379.176697872426,170.492535115928,0.0291173867738409,39.6113855331504,718.742010211701,1092,77,19,52
"T3_6","domlow",390.029059547411,167.672962016955,0.0226797710294825,56.0794137202523,723.97870537457,1092,77,19,54
"T3_6","domlow",367.598348323256,168.492219775118,0.0322235854964641,32.0170092589233,703.179687387588,1110,77,19,55
"T3_6","domlow",392.12850330774,170.741136881568,0.0243959359663015,52.0680576411293,732.18894897435,1106,77,19,56
"T3_6","domlow",358.556740287293,168.683467844066,0.0367835806852476,22.5944976823895,694.518982892196,1110,77,19,58
"T3_6","domlow",312.645748645671,168.872705343911,0.0680010928446801,-23.693393104391,648.984890395732,1108,77,19,59
"T3_6","domlow",319.766654839633,169.155891999966,0.0625212258733598,-17.1365020167097,656.669811695976,1107,77,19,60
"T3_6","domlow",345.264193775648,170.405805048392,0.046261053675815,5.87161933631785,684.656768214979,1108,77,19,61
"T3_6","domlow",372.8778851586,168.884103058733,0.030267976461937,36.5160428921159,709.239727425085,1113,77,19,62
"T3_6","domlow",360.531486245444,168.04984746569,0.0351159885225307,25.831207993065,695.231764497822,1112,77,19,65
"T3_6","domlow",434.015235214821,158.741035072304,0.00777845869135659,117.85506363467,750.175406794972,1109,77,19,72
"T3_6","domlow",375.393782901293,167.733413872922,0.0281470956466379,41.3237367684017,709.463829034184,1110,77,19,73
"T3_6","domlow",378.88532984502,170.4876530285,0.0292330726954594,39.3297410255526,718.440918664487,1110,77,19,74
"T3_6","domlow",392.212435693447,169.573848530658,0.0234338855368888,54.4768462629017,729.948025123992,1112,77,19,75
"T3_6","domlow",363.273154310279,167.646385770354,0.0333758084618581,29.3764396655422,697.169868955017,1113,77,19,77
"T3_6","domlow",366.025940096412,167.930103257457,0.0323819846351268,31.5641531037354,700.487727089088,1118,77,19,78
"T3_6","domlow",376.838941759464,169.991942560035,0.0296268185715825,38.2706459023523,715.407237616575,1111,77,19,79
"T3_6","domlow",366.955910784211,168.951431554214,0.0329776998866253,30.4599721974275,703.451849370994,1110,77,19,80
"T3_6","domlow",359.459310964868,171.107286462618,0.0389761137460109,18.669615206649,700.249006723086,1110,77,19,81
"T3_6","domlow",364.802595081434,167.41961238433,0.0324329381546564,31.3575387782371,698.24765138463,1107,77,19,82
"T3_6","domlow",378.059596078868,174.688157134131,0.0335902887913921,30.137978285517,725.981213872219,1107,77,19,83
"T3_6","domlow",384.108938638976,172.61046200839,0.0290272553209501,40.325409318755,727.892467959197,1109,77,19,85
"T3_6","domlow",338.092818019864,164.027781303527,0.0427053268638667,11.4031787768439,664.782457262884,1108,77,19,86
"T3_6","domlow",371.082108213458,167.671002099244,0.0298878383070097,37.1363659007218,705.027850526194,1121,77,19,87
"T3_6","domlow",361.955295545968,167.451852618857,0.0338015278053778,28.4460272507359,695.464563841199,1112,77,19,88
"T3_6","domlow",402.279820322695,169.124865709586,0.0198906819393647,65.4384576790819,739.121182966309,1109,77,19,89
