"model","term","estimate","se","p","lower","upper","n","clusters","rank","omitted_village"
"T3_1","domlow",595.415796598426,213.329606934773,0.00644198245912287,171.468030868534,1019.36356232832,1280,89,7,93
"T3_1","domlow",595.402359310507,213.625787293968,0.00651414700726525,170.865997354625,1019.93872126639,1280,89,7,94
"T3_1","domlow",581.909794871895,214.696135215745,0.00807876603971191,155.246341339222,1008.57324840457,1280,89,7,95
"T3_1","domlow",598.188517158154,213.564508888696,0.00626330511246366,173.773933156003,1022.6031011603,1280,89,7,97
"T3_1","domlow",577.481154279958,213.444666412684,0.00818846709487439,153.30473201576,1001.65757654416,1283,89,7,98
"T3_1","domlow",567.091121825406,208.307242948346,0.00781364662959824,153.124249143234,981.057994507578,1285,89,7,99
"T3_1","domlow",591.07759078724,213.599512939071,0.00689087390787087,166.59344359055,1015.56173798393,1281,89,7,100
"T3_1","domlow",557.235864007317,208.592068541362,0.00899805122317087,142.7029603109,971.768767703734,1289,89,7,101
"T3_1","domlow",575.991377148484,212.929447464893,0.00819870138467867,152.838844277402,999.143910019566,1284,89,7,102
"T3_1","domlow",544.410332492704,207.249257713953,0.01016524390414,132.545983143983,956.274681841425,1270,89,7,103
"T3_1","domlow",560.340972483933,208.449310637263,0.00859247704696126,146.091770123457,974.590174844409,1271,89,7,104
"T3_1","domlow",624.049440601356,214.841180543212,0.00464775925219496,197.097739959466,1051.00114124324,1263,89,7,105
"T3_1","domlow",565.362014170828,209.365809048705,0.00830686570380973,149.291463806159,981.432564535496,1272,89,7,106
"T3_1","domlow",516.961532584164,202.186872185028,0.0122762430030815,115.157610688943,918.765454479386,1269,89,7,107
"T3_1","domlow",557.629678804042,208.71692887702,0.00899090514252784,142.848641428051,972.410716180033,1273,89,7,108
"T3_1","domlow",607.856997350338,216.64784352007,0.00617905921449417,177.314933685373,1038.3990610153,1268,89,7,109
"T3_1","domlow",539.686168029988,206.526715710564,0.0105501303084955,129.257719081516,950.114616978459,1269,89,7,111
"T3_1","domlow",533.92277497424,205.453691466372,0.0109694673314611,125.626736230968,942.218813717511,1274,89,7,112
"T3_1","domlow",536.376806391764,216.323985014592,0.0150618070980642,106.478343452376,966.275269331153,1267,89,7,113
"T3_1","domlow",610.351984923644,215.507517788019,0.00573035617327725,182.076079028591,1038.6278908187,1268,89,7,114
"T3_1","domlow",561.20356165056,206.214860997884,0.00783387227806884,151.394858411897,971.012264889222,1268,89,7,119
"T3_1","domlow",580.162080202051,206.580264729845,0.00613225771866359,169.627213830289,990.696946573813,1273,89,7,120
"T3_1","domlow",565.278568035796,210.722354833186,0.00872553634119806,146.512167982448,984.044968089143,1287,89,7,122
"T3_1","domlow",559.468967791145,210.452009568612,0.0093251682824196,141.23982214209,977.6981134402,1280,89,7,123
"T3_1","domlow",570.253478570366,210.150101587779,0.00800799316002926,152.624311591734,987.882645548999,1281,89,7,134
"T3_2","domlow",392.292189929656,192.685554641553,0.0447655469489712,9.37014009112585,775.214239768186,1288,89,30,2
"T3_2","domlow",391.718519804614,191.740759833736,0.0440481403165246,10.6740511120033,772.762988497225,1293,89,30,3
"T3_2","domlow",383.501014752112,192.528671296877,0.0494804854134937,0.890737594417715,766.111291909807,1286,89,30,5
"T3_2","domlow",403.96917457828,197.078842013172,0.0433620348429129,12.3163892728402,795.62195988372,1286,89,30,6
"T3_2","domlow",390.412010832161,194.605155566686,0.0479082468095523,3.67515753059172,777.14886413373,1280,89,30,8
"T3_2","domlow",399.628354643595,195.507567806751,0.0439372818341063,11.0981466434451,788.158562643744,1288,89,30,9
"T3_2","domlow",410.311837772677,194.519105752029,0.0377533662640131,23.745990395648,796.877685149706,1281,89,30,10
"T3_2","domlow",393.038716962037,191.616201643416,0.043223218471994,12.2417814986304,773.835652425444,1288,89,30,11
"T3_2","domlow",392.768297600913,191.598896898129,0.0433454506621324,12.0057516824285,773.530843519397,1285,89,30,12
"T3_2","domlow",393.359365786489,191.597225334924,0.043036703311494,12.6001417486214,774.118589824357,1288,89,30,15
"T3_2","domlow",416.546289007865,201.242952996982,0.0413962962561002,16.6182081482675,816.474369867462,1283,89,30,17
"T3_2","domlow",392.167403605228,194.255961074768,0.0465500957875389,6.12450097830424,778.210306232152,1283,89,30,18
"T3_2","domlow",401.477394720479,193.546287833571,0.0409708245673634,16.8448185331263,786.109970907831,1286,89,30,20
"T3_2","domlow",383.677842483877,195.801531132523,0.0532164928901922,-5.43655585420942,772.792240821964,1290,89,30,22
"T3_2","domlow",395.286202333207,192.645492823736,0.0431528587161821,12.4437669391902,778.128637727223,1280,89,30,23
"T3_2","domlow",381.952104757615,196.69168661757,0.0553502406668669,-8.9312905540308,772.83550006926,1288,89,30,24
"T3_2","domlow",391.068167828138,191.864165817036,0.0445263608653203,9.77845567565487,772.357879980621,1282,89,30,25
"T3_2","domlow",390.434733912537,191.589328008531,0.0445654240629115,9.6912041513682,771.178263673705,1281,89,30,26
"T3_2","domlow",393.635652969101,191.62616754705,0.0429245630622789,12.8189123664085,774.452393571793,1284,89,30,27
"T3_2","domlow",391.508993953294,191.487054071696,0.0438852099067029,10.9687121502348,772.049275756354,1284,89,30,29
"T3_2","domlow",391.055125459709,191.597682218298,0.044244520816878,10.2949934621417,771.815257457276,1284,89,30,30
"T3_2","domlow",393.362181749579,191.511961158915,0.0429446559643497,12.7724023445269,773.951961154632,1291,89,29,33
"T3_2","domlow",475.248028858054,192.642338676739,0.0155621118525073,92.4118616683976,858.084196047711,1280,89,30,37
"T3_2","domlow",482.874543530829,192.65307640144,0.0140330722093715,100.017037369703,865.732049691956,1284,89,30,39
"T3_2","domlow",392.434703196263,191.482820702437,0.043395329891557,11.9028343250263,772.9665720675,1281,89,30,41
"T3_2","domlow",390.943174329993,191.527103416651,0.0442274967933666,10.3233028696113,771.563045790374,1285,89,30,42
"T3_2","domlow",389.890716431758,191.505877410162,0.0447654109365854,9.31302719894205,770.468405664574,1280,89,30,45
"T3_2","domlow",415.583601138925,211.141216078528,0.0521845079259582,-4.01519762206186,835.182399899911,1274,89,30,46
"T3_2","domlow",394.256824410638,194.764424729825,0.0459740887910196,7.20345711538306,781.310191705894,1265,89,30,47
"T3_2","domlow",399.865365219574,195.340226511487,0.0436388105505342,11.6677128794713,788.063017559677,1265,89,30,48
"T3_2","domlow",407.863583386616,205.021903236753,0.0497663080836876,0.425633015820381,815.301533757411,1271,89,30,49
"T3_2","domlow",408.81200870134,204.959678789127,0.0491815637726306,1.49771634465463,816.126301058024,1275,89,30,51
"T3_2","domlow",390.269978440931,191.637246685175,0.0447055797100907,9.43122037933279,771.10873650253,1265,89,30,52
"T3_2","domlow",390.410460679242,191.616713676177,0.0446081614120174,9.61250765832023,771.208413700164,1265,89,30,54
"T3_2","domlow",391.296983667776,191.541004378961,0.0440552437930515,10.6494869658837,771.944480369668,1283,89,30,55
"T3_2","domlow",393.589068839374,191.610853197032,0.0429323768588739,12.8027622892589,774.37537538949,1279,89,30,56
"T3_2","domlow",394.085467149805,192.639452831232,0.0437699717831943,11.255034971676,776.915899327933,1283,89,30,58
"T3_2","domlow",382.833967553397,191.28339323533,0.0484303017044927,2.69841886631042,762.969516240483,1281,89,30,59
"T3_2","domlow",381.396188344592,191.043060845964,0.0489826825807401,1.73824977908436,761.0541269101,1280,89,30,60
"T3_2","domlow",392.369238902198,192.334689799619,0.0443450433985036,10.144459207968,774.594018596427,1281,89,30,61
"T3_2","domlow",371.385481877836,198.338664131364,0.0644607976004486,-22.7709351545768,765.541898910249,1286,89,30,62
"T3_2","domlow",390.40260081918,191.434264935297,0.0444140719663293,9.96722633185959,770.837975306501,1285,89,29,65
"T3_2","domlow",422.66821481097,205.626281286821,0.0427929761846379,14.0291900667462,831.307239555193,1281,89,30,68
"T3_2","domlow",434.841194726506,201.77891089103,0.0338897624159507,33.8480101760903,835.834379276921,1283,89,30,69
"T3_2","domlow",324.138550105175,158.692998595073,0.0440894462799267,8.76956237751943,639.50753783283,1281,89,30,70
"T3_2","domlow",378.49001327012,192.570981364572,0.052514802123837,-4.20434625628525,761.184372796526,1292,89,30,71
"T3_2","domlow",281.804310888807,167.554024648489,0.0961393832486857,-51.1741041068075,614.782725884422,1282,89,30,72
"T3_2","domlow",400.723808603105,192.927676375094,0.0407105134224101,17.3205926974533,784.127024508757,1283,89,30,73
"T3_2","domlow",430.943863055041,200.383139484517,0.0342495147021514,32.7244808744105,829.163245235672,1283,89,30,74
"T3_2","domlow",405.008912346945,191.552922540867,0.0373143921527605,24.3377308026893,785.680093891201,1285,89,30,75
"T3_2","domlow",385.479287427482,192.180130431426,0.0479465689273378,3.56166199917698,767.396912855787,1286,89,30,77
"T3_2","domlow",392.524346442006,191.559065860454,0.0434300868429316,11.8409563409996,773.207736543012,1291,89,30,78
"T3_2","domlow",393.233944085468,191.709889561584,0.043221630964741,12.2508235718296,774.217064599106,1284,89,30,79
"T3_2","domlow",390.367336557261,191.419825803628,0.0444171696767448,9.9606568099644,770.774016304558,1283,89,30,80
"T3_2","domlow",393.183184278206,191.66067749948,0.043195567853064,12.297862396814,774.068506159599,1283,89,30,81
"T3_2","domlow",391.442456211434,191.458910079799,0.0438899496688147,10.9581046782271,771.926807744641,1280,89,30,82
"T3_2","domlow",391.055802965582,191.463094130578,0.044098619659899,10.5631365106689,771.548469420495,1280,89,30,83
"T3_2","domlow",414.387972639463,190.663758583982,0.0324364071430896,35.4838176148996,793.292127664027,1280,89,30,84
"T3_2","domlow",398.432298081973,191.014650714964,0.0398851244894177,18.8308186818592,778.033777482087,1282,89,30,85
"T3_2","domlow",395.547871067606,191.318674375812,0.0416257416033419,15.342208527621,775.753533607591,1281,89,30,86
"T3_2","domlow",386.532304407858,192.621044480043,0.0478513839919364,3.73845495947381,769.326153856242,1294,89,30,87
"T3_2","domlow",371.003285235194,189.388085576989,0.0532838870616173,-5.36573775173389,747.372308222122,1285,89,30,88
"T3_2","domlow",449.927379459753,195.142531209077,0.0234822407100315,62.122604990454,837.732153929052,1282,89,30,89
"T3_2","domlow",333.897657983771,184.620633721555,0.0739347387938835,-32.9970562497817,700.792372217324,1284,89,30,91
"T3_2","domlow",395.986198832922,190.799191274354,0.0408676922065711,16.8128997954138,775.15949787043,1288,89,30,92
"T3_2","domlow",391.228338783751,191.55637739834,0.0441081348253965,10.5502914362565,771.906386131246,1280,89,30,93
"T3_2","domlow",390.645351186137,191.556716984956,0.0444177821494697,9.96662898160031,771.324073390673,1280,89,30,94
"T3_2","domlow",393.459315327179,191.812138877905,0.0432135141626249,12.2729957835297,774.645634870828,1280,89,30,95
"T3_2","domlow",390.103006096487,191.547277605091,0.0446968852873475,9.44304267588717,770.762969517087,1280,89,30,97
"T3_2","domlow",396.283098795418,193.146020713146,0.043168371051228,12.4459693997125,780.120228191123,1283,89,30,98
"T3_2","domlow",415.85765149484,197.842833396949,0.0384144764333373,22.6865938556024,809.028709134078,1285,89,30,99
"T3_2","domlow",406.230933437496,192.629910472919,0.0377974998889862,23.4194646913287,789.042402183663,1281,89,30,100
"T3_2","domlow",383.044865268379,194.224629560071,0.0517298482361928,-2.9357725569389,769.025503093697,1289,89,30,101
"T3_2","domlow",390.44007955378,192.809676425619,0.0458978038517229,7.27136375176985,773.608795355791,1284,89,30,102
"T3_2","domlow",390.477026983427,191.762469343161,0.0447312241114974,9.38941520276484,771.564638764089,1270,89,30,103
"T3_2","domlow",403.306139550607,188.190013176648,0.0348666174472321,29.3180337022098,777.294245399005,1271,89,30,104
"T3_2","domlow",505.786428229465,203.929909394182,0.0150346161211355,100.518586154467,911.054270304462,1263,89,30,105
"T3_2","domlow",406.242697156644,187.97657870933,0.0334009568636744,32.6787474619539,779.806646851335,1272,89,30,106
"T3_2","domlow",368.272933835575,194.288755373564,0.0613095834882616,-17.8351405689707,754.381008240122,1269,89,30,107
"T3_2","domlow",398.453045489904,189.585510617246,0.0384372766721857,21.6916817214088,775.214409258399,1273,89,30,108
"T3_2","domlow",415.11887201464,206.786135761439,0.0477665980842308,4.17488022832993,826.06286380095,1268,89,30,109
"T3_2","domlow",372.786058167491,192.727573527248,0.0562938016715087,-10.2194953767135,755.791611711696,1269,89,30,111
"T3_2","domlow",344.488257646325,187.605281991657,0.0696989088155731,-28.3378178444895,717.314333137139,1274,89,30,112
"T3_2","domlow",296.942521683881,170.263152483739,0.0846473364242706,-41.4197156012577,635.304758969019,1267,89,30,113
"T3_2","domlow",436.373920533237,203.210776374374,0.0345112564714865,32.5352042199711,840.212636846504,1268,89,30,114
"T3_2","domlow",394.008072235797,191.328937222275,0.0424186335208448,13.7820144450509,774.234130026543,1268,89,30,119
"T3_2","domlow",399.30859329256,191.316616450111,0.039765603018146,19.1070204474614,779.510166137658,1273,89,30,120
"T3_2","domlow",385.92112103025,192.167559266913,0.0476827011272132,4.02847814977002,767.81376391073,1287,89,30,122
"T3_2","domlow",358.972268666747,200.194541114234,0.076389797573999,-38.8723138840963,756.81685121759,1280,89,30,123
"T3_2","domlow",401.055735510235,192.761837132025,0.0403798527746091,17.9820902515245,784.129380768945,1281,89,30,134
"T3_3","domlow",389.775888383791,163.282059945485,0.0191213798764693,65.2871055453726,714.264671222209,1288,89,14,2
"T3_3","domlow",386.060926685628,162.058422057754,0.0193616236327096,64.0038670197212,708.117986351536,1293,89,14,3
"T3_3","domlow",382.498565566111,163.655860758324,0.021697877999377,57.2669321608727,707.730198971349,1286,89,14,5
"T3_3","domlow",393.138866377304,163.585681307229,0.0183491746724665,68.0466998839462,718.231032870661,1286,89,14,6
"T3_3","domlow",380.947675792208,162.539823875632,0.0213455102774682,57.9339311727226,703.961420411694,1280,89,14,8
"T3_3","domlow",389.930302602656,163.158987778152,0.0189878386243446,65.6860998350213,714.174505370291,1288,89,14,9
"T3_3","domlow",395.094718838167,163.093808222327,0.0174643295750068,70.9800467412185,719.209390935115,1281,89,14,10
"T3_3","domlow",385.63316556853,163.242310875976,0.0203650979614755,61.2233756530828,710.042955483977,1288,89,14,11
"T3_3","domlow",389.904735602265,164.116215846411,0.0196819303034682,63.7582431962479,716.051228008282,1285,89,14,12
"T3_3","domlow",385.883898958465,163.517414418795,0.020491332073015,60.9273985605948,710.840399356335,1288,89,14,15
"T3_3","domlow",388.793396909371,164.35115056824,0.0201960335402365,62.1800211117652,715.406772706977,1283,89,14,17
"T3_3","domlow",388.563903110564,162.696391791087,0.019065678376808,65.2390126595358,711.888793561591,1283,89,14,18
"T3_3","domlow",394.107530094904,162.244787751519,0.0171700237587418,71.6801077746267,716.534952415182,1286,89,14,20
"T3_3","domlow",386.823214913302,162.817486241809,0.0196807070724148,63.2576746876662,710.388755138937,1290,89,14,22
"T3_3","domlow",378.365743493166,162.67910948691,0.0223261315340682,55.0751979900689,701.656288996262,1280,89,14,23
"T3_3","domlow",387.5357969823,163.409483164415,0.0198941718868775,62.7937872723585,712.277806692241,1288,89,14,24
"T3_3","domlow",388.360955927294,162.230264746575,0.0187944949459295,65.9623950275485,710.759516827039,1282,89,14,25
"T3_3","domlow",389.499093727249,164.893019430747,0.0203756089670009,61.808867431116,717.189320023381,1281,89,14,26
"T3_3","domlow",387.765251144951,164.228750765358,0.0204274268918032,61.3951192350708,714.135383054831,1284,89,14,27
"T3_3","domlow",412.968515148545,162.057381652047,0.0125600234394225,90.913523070356,735.023507226733,1284,89,14,29
"T3_3","domlow",379.46203892023,163.920493419888,0.0229448471724991,53.7045037087611,705.219574131698,1284,89,14,30
"T3_3","domlow",386.048085619665,162.361206176498,0.0195857252563602,63.3893061433471,708.706865095982,1291,89,14,33
"T3_3","domlow",395.719724184624,162.956242347218,0.0172015875119604,71.8784353570255,719.561013012222,1280,89,14,37
"T3_3","domlow",423.399673611133,158.98812837495,0.00920632212375582,107.444177463119,739.355169759148,1284,89,14,39
"T3_3","domlow",394.879418484268,162.286494086819,0.0169878151966808,72.3691135865486,717.389723381988,1281,89,14,41
"T3_3","domlow",392.60710699505,162.27823953267,0.0176067411732464,70.113206289129,715.10100770097,1285,89,14,42
"T3_3","domlow",387.141670461771,162.913258954228,0.0196528041291354,63.385802095417,710.897538828125,1280,89,14,45
"T3_3","domlow",392.083544978272,166.294744261781,0.0206021579798072,61.6076851321442,722.5594048244,1274,89,14,46
"T3_3","domlow",388.780347741627,165.20591966417,0.0208354472945465,60.4682979829103,717.092397500344,1265,89,14,47
"T3_3","domlow",385.510797766069,164.778571504802,0.0215696907305233,58.0480126732172,712.973582858921,1265,89,14,48
"T3_3","domlow",383.364821684971,164.372676061062,0.0219678737118884,56.7086684936457,710.020974876297,1271,89,14,49
"T3_3","domlow",388.065826963567,165.936437955576,0.0216200658305929,58.3020256082661,717.829628318869,1275,89,14,51
"T3_3","domlow",414.771553096105,162.32247755572,0.012329420429304,92.1897386153375,737.353367576873,1265,89,14,52
"T3_3","domlow",398.388463648255,163.867665922036,0.0170786336599134,72.7359119878521,724.041015308657,1265,89,14,54
"T3_3","domlow",391.68567845718,164.156528345018,0.019174226938281,65.4590734312557,717.912283483104,1283,89,14,55
"T3_3","domlow",403.888652628827,163.838543911421,0.0156367010701313,78.2939748449645,729.48333041269,1279,89,14,56
"T3_3","domlow",371.714433893299,164.400342426824,0.0262229065125144,45.0032996136976,698.425568172901,1283,89,14,58
"T3_3","domlow",365.346856922851,164.127843162148,0.0285695391988252,39.1772576701138,691.516456175588,1281,89,14,59
"T3_3","domlow",346.869371218287,160.256003684977,0.0331361227328016,28.3942393167863,665.344503119788,1280,89,14,60
"T3_3","domlow",362.08801234628,162.80877159117,0.0287075623877219,38.5397906575357,685.636234035025,1281,89,14,61
"T3_3","domlow",390.890190717443,162.147754115941,0.018002198542433,68.6556023576966,713.124779077189,1286,89,14,62
"T3_3","domlow",378.371978423644,162.006473939626,0.0217895098721747,56.4181547263894,700.325802120898,1285,89,14,65
"T3_3","domlow",348.793835508889,160.98881099611,0.0329702144250763,28.8624030650986,668.72526795268,1281,89,14,68
"T3_3","domlow",377.175887240635,164.651436248207,0.0243671320544475,49.9657567546784,704.386017726592,1283,89,14,69
"T3_3","domlow",327.747108879645,150.339447130067,0.031923474346335,28.9790493137425,626.515168445548,1281,89,14,70
"T3_3","domlow",398.692002239032,161.170026077922,0.0152908011733349,78.4004428998015,718.983561578262,1292,89,14,71
"T3_3","domlow",420.014173113826,156.51927574741,0.0087041098408333,108.965002770283,731.063343457369,1282,89,14,72
"T3_3","domlow",394.84472594072,161.478512939601,0.0164701074783292,73.9401137878421,715.749338093597,1283,89,14,73
"T3_3","domlow",394.917433825818,165.158704331329,0.0189268790548097,66.6992146195196,723.135653032117,1283,89,14,74
"T3_3","domlow",399.481097632227,161.347427402536,0.015204307316057,78.8369904385839,720.12520482587,1285,89,14,75
"T3_3","domlow",378.445818821149,161.268821329399,0.0211869986201194,57.9579246799658,698.933712962332,1286,89,14,77
"T3_3","domlow",385.180194732687,161.929614045263,0.0195370768690384,63.3791139245126,706.981275540862,1291,89,14,78
"T3_3","domlow",394.891215041098,161.313389274463,0.0163513376804566,74.3147514743932,715.467678607803,1284,89,14,79
"T3_3","domlow",373.043027196154,160.379679503941,0.0223172752477371,54.3221155931018,691.763938799207,1283,89,14,80
"T3_3","domlow",366.454427725073,159.952142832214,0.0243507135935609,48.5831554165874,684.325700033558,1283,89,14,81
"T3_3","domlow",337.492235152391,150.174688866145,0.027119435092245,39.0515980145269,635.932872290254,1280,89,14,82
"T3_3","domlow",400.107127289252,165.553415747281,0.0177230609986714,71.104502086499,729.109752492005,1280,89,14,83
"T3_3","domlow",354.243454148772,159.001072654772,0.0284348514196271,38.2622339646598,670.224674332885,1280,89,14,84
"T3_3","domlow",404.251447716037,164.797103396701,0.0161384009221083,76.7518343822378,731.751061049836,1282,89,14,85
"T3_3","domlow",376.463429577699,164.967127921324,0.0248981358450405,48.6259282293454,704.300930926052,1281,89,14,86
"T3_3","domlow",386.748908364372,161.802193494255,0.0189695222817551,65.2010491257876,708.296767602957,1294,89,14,87
"T3_3","domlow",374.969002152563,160.99055133204,0.0221424193147961,55.0341111568176,694.903893148309,1285,89,14,88
"T3_3","domlow",408.566920134282,165.281121368313,0.0153622089198902,80.1054227911029,737.028417477462,1282,89,14,89
"T3_3","domlow",381.020325941694,163.801716206776,0.0223112518407605,55.4988354820172,706.541816401372,1284,89,14,91
"T3_3","domlow",385.894909184085,160.932306642631,0.0186040486461892,66.0757672692816,705.714051098888,1288,89,14,92
