"table","row","variable","n_low","n_high","mean_low","mean_high","sd_low","sd_high","difference","t","p","cluster_se","cluster_p"
1,1,"numhh",42,48,278.309523809524,246.6875,163.218017910093,173.219840179798,31.6220238095238,0.887501794861442,0.377228042538954,35.4859602049217,0.375270945157772
1,2,"area",40,44,274.657500553131,275.732727397572,260.334522751934,501.49270133356,-1.07522684444075,-0.0121490410125431,0.990336216091479,86.1070029865442,0.990066960101228
1,3,"hhlless",42,48,21.8571428571429,21.8333333333333,20.4612321453505,18.3909475110613,0.023809523809522,0.00581370170889551,0.995374522553231,4.12411992873363,0.995406569573574
1,4,"hhelec",23,26,34.8695652173913,38.3846153846154,27.729708957962,29.4945105713954,-3.51505016722408,-0.428129678758486,0.670512289018001,8.17802489605073,0.669252580500441
1,5,"handpump",42,48,0.357142857142857,0.4375,0.484965604585173,0.501328023587394,-0.0803571428571429,-0.770232709618524,0.44322471605633,0.104087391633328,0.44215004449775
1,6,"well",42,48,0.642857142857143,0.541666666666667,0.484965604585173,0.503533612870859,0.101190476190476,0.967576702454873,0.33590754883603,0.104309270210105,0.334625443555484
1,7,"pavedroad",42,48,0.452380952380952,0.604166666666667,0.503760538950749,0.49420399497827,-0.151785714285714,-1.44056745698465,0.153255480428663,0.105489128432702,0.153693449081493
1,8,"naturalwater",42,48,0.452380952380952,0.354166666666667,0.503760538950749,0.483321105250062,0.0982142857142858,0.942966491322905,0.348279686139311,0.104431844735041,0.34952571255273
1,9,"bus3",40,48,3.8625,3.62916666666667,2.91544846354549,3.88077412398846,0.233333333333333,0.313514728474118,0.75464877484298,0.725512489088823,0.748518274025328
1,10,"tele3",40,47,8.075,5.4063829787234,8.58632633901135,6.21545773806057,2.6686170212766,1.67679181702557,0.097257421308833,1.63178619603125,0.105621109020821
1,11,"ps3",41,48,8.32926829268293,7.70833333333333,5.32636104213933,4.62628168938118,0.620934959349594,0.588631083469535,0.557633948402227,1.06640927408526,0.561875701598161
1,12,"bank3",41,48,5.38292682926829,5.09375,5.05588283285048,4.55306332465274,0.289176829268293,0.283839417027687,0.777207845854973,1.027056813307,0.778942904879135
1,13,"pds3",38,46,1.78947368421053,1.27608695652174,2.72781364522442,1.38149432501488,0.513386727688787,1.11585836363685,0.267742121715754,0.486713362868026,0.294576233178751
1,14,"pps3",36,45,0.719444444444444,0.511111111111111,1.02506290941287,0.692893216954106,0.208333333333333,1.08829065243948,0.279775796564876,0.199477230810472,0.299447566904253
1,15,"ms3",37,46,2.91621621621622,2.80217391304348,2.49026030695516,2.2910928135266,0.114042303172738,0.216832981579476,0.828883713532739,0.530555016287746,0.830340723911782
1,16,"ss3",39,47,5.58974358974359,5.06595744680851,4.56801205592213,4.13575483861246,0.523786142935079,0.557612692489368,0.578591892239983,0.94783974097369,0.581980513265343
1,17,"hosp3",40,48,21.0375,20.7291666666667,16.547672971425,15.7192652951224,0.308333333333337,0.0894536178729554,0.92892941127288,3.46229867366667,0.92924327074552
1,18,"phc3",41,47,5.88292682926829,5.01489361702128,4.9554970708812,5.36226666557944,0.868033212247016,0.784609598014116,0.434838466510907,1.10028367198365,0.432304771030796
1,19,"illand",42,48,123366.666666667,119213.541666667,142281.506719853,82923.4617235134,4153.12500000001,0.171707664468127,0.864061604162314,24993.5577192162,0.868401794853863
1,20,"niland",42,48,48964.2857142857,55950,36615.0696780183,34525.8891453442,-6985.71428571428,-0.930954581858294,0.354424017890962,7532.47082042299,0.356220195273522
1,21,"mpaddy",42,48,0.619047619047619,0.625,0.49150743499232,0.489246054790082,-0.00595238095238093,-0.0574581968209677,0.954310472794529,0.103616322431983,0.954318410449482
1,22,"mwheat",42,48,0.214285714285714,0.208333333333333,0.415299732236633,0.410414079086058,0.0059523809523809,0.0682626024736723,0.945731460747158,0.0872582350684091,0.945766958985602
1,23,"ppaddy",32,41,344.21875,323.414634146341,109.147055100432,56.8489118672276,20.8041158536585,1.0524891379876,0.296144054882165,21.2103061406516,0.329951440411496
1,24,"pwheat",42,47,455,455.744680851064,71.4996162363912,70.579732306066,-0.744680851063833,-0.0493856012325193,0.960725204971046,15.0887809619171,0.960749603225362
1,25,"noflood",42,48,0.404761904761905,0.458333333333333,0.496795772414547,0.503533612870859,-0.0535714285714286,-0.506681452199744,0.613645560427277,0.105624373662156,0.613277265907008
1,26,"noalkal",42,48,0.738095238095238,0.708333333333333,0.445000619869331,0.459339643185104,0.0297619047619049,0.311142541238092,0.756428117288153,0.0954419692254423,0.755897190274934
1,27,"nowaterlog",42,48,0.571428571428572,0.479166666666667,0.500870322677809,0.504852341308647,0.0922619047619049,0.868115624917401,0.387692330269541,0.106211492435041,0.38736839337515
1,28,"nosoiler",42,48,0.714285714285714,0.75,0.457229956859213,0.437594974493684,-0.0357142857142857,-0.37827163638622,0.706139793951463,0.0946813006075309,0.706919014389214
2,1,"literate",705,592,0.472340425531915,0.33277027027027,0.499588805774242,0.471603551629872,0.139570155261645,5.14084073120211,3.15553374947725e-07,0.0380029594284793,0.000409294066584803
2,2,"totinc",705,592,7524.48949859838,3998.96005988765,16173.3099713991,6590.57282498422,3525.52943871073,4.96845398850495,7.65102026692152e-07,1243.32392305623,0.0056617379900452
2,3,"cropinc",705,592,5201.21276595743,1891.61317567567,14755.3681842562,5920.98113245823,3309.59959028176,5.12185917775731,3.48338525694954e-07,1124.54841607478,0.00414402188165899
