"domlow","buywater","cropincacre.n","cropincacre.mean","cropincacre.sd","cropincacre.zero"
0,0,313,525.187092863332,1542.788839647,0.702875399361022
1,0,312,742.873357943998,1719.30224224608,0.705128205128205
0,1,278,492.15690975052,1210.04363469961,0.658273381294964
1,1,392,1647.75958844594,2831.51735344925,0.438775510204082
